"Страна","Область","Город","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте"
"Россия","Мурманская область","Не определено","104","81","0.17307692307692307","1.6442307692307692","00:01:22"
"Казахстан","Карагандинская область","Темиртау","103","91","0.10679611650485436","1.5533980582524272","00:00:43"
"Россия","Республика Крым","Феодосия","103","91","0.1941747572815534","1.4271844660194175","00:01:28"
"Италия","Не определено","Не определено","102","51","0.09803921568627452","1.8529411764705883","00:01:40"
"Молдова","Не определено","Бендеры","101","62","0.12871287128712872","1.7524752475247525","00:02:16"
"Россия","Ярославская область","Не определено","101","88","0.09900990099009901","1.504950495049505","00:02:04"
"Россия","Волгоградская область","Не определено","100","85","0.06","1.55","00:01:42"
"Россия","Республика Крым","Алушта","100","77","0.07","1.51","00:01:31"
"Россия","Свердловская область","Новоуральск","100","87","0.13","1.27","00:01:36"
"Россия","Тульская область","Новомосковск","100","88","0.22","1.38","00:00:55"
"Россия","Нижегородская область","Дзержинск","98","68","0.11224489795918367","1.7959183673469388","00:01:46"
"Россия","Республика Дагестан","Не определено","98","80","0.20408163265306123","1.653061224489796","00:01:17"
"Россия","Ямало-Ненецкий автономный округ","Ноябрьск","98","63","0.12244897959183673","1.2551020408163265","00:00:59"
"Россия","Приморский край","Уссурийск","97","81","0.04123711340206185","1.6391752577319587","00:01:30"
"Россия","Республика Коми","Воркута","97","79","0.14432989690721648","1.1443298969072164","00:00:46"
"Украина","Донецкая область","Доброполье","96","54","0.0625","1.9791666666666667","00:06:29"
"Россия","Саратовская область","Не определено","94","68","0.06382978723404255","1.5957446808510638","00:01:23"
"Россия","Владимирская область","Александров","92","72","0.10869565217391304","1.5217391304347827","00:00:59"
"Беларусь","Не определено","Не определено","91","62","0.09890109890109891","2.4505494505494507","00:03:27"
"Россия","Мурманская область","Апатиты","91","72","0.25274725274725274","1.6373626373626373","00:01:50"
"Россия","Челябинская область","Озёрск","91","74","0.12087912087912088","1.4835164835164836","00:01:07"
"Беларусь","Минская область","Жодино","90","39","0.1","1.5333333333333334","00:01:40"
"Россия","Курганская область","Шадринск","90","84","0.14444444444444443","1.4222222222222223","00:00:58"
"США","Округ Колумбия","Вашингтон","90","72","0.24444444444444444","1.8333333333333333","00:00:55"
"Россия","Самарская область","Сызрань","88","84","0.14772727272727273","1.1363636363636365","00:00:24"
"Азербайджан","Не определено","Не определено","87","72","0.11494252873563218","1.2413793103448276","00:01:17"
"Украина","Черкасская область","Умань","87","60","0.13793103448275862","1.4367816091954022","00:04:04"
"Россия","Удмуртская Республика","Не определено","86","82","0.10465116279069768","1.7325581395348837","00:02:32"
"Россия","Иркутская область","Усолье-Сибирское","85","74","0.16470588235294115","1.3176470588235294","00:01:19"
"США","Штат Иллинойс","Чикаго","85","82","0.8941176470588236","1.1176470588235294","00:00:01"
"Монголия","Не определено","Улан-Батор","84","68","0.03571428571428571","1.630952380952381","00:01:03"
"Россия","Республика Башкортостан","Белебей","84","70","0.13095238095238096","1.2261904761904763","00:00:39"
"Украина","Луганская область","Сорокино","84","49","0.17857142857142858","1.8928571428571428","00:01:13"
"Киргизия","Не определено","Не определено","83","62","0.1686746987951807","1.5301204819277108","00:01:36"
"Россия","Санкт-Петербург и Ленинградская область","Тихвин","83","47","0.1686746987951807","1.4939759036144578","00:02:18"
"Франция","Не определено","Не определено","83","70","0.5060240963855421","1.4698795180722892","00:00:55"
"Беларусь","Минская область","Не определено","82","54","0.24390243902439024","1.451219512195122","00:01:09"
"Литва","Каунасский уезд","Каунас","82","47","0.04878048780487805","2.1097560975609757","00:02:44"
"Россия","Республика Башкортостан","Октябрьский","82","75","0.1951219512195122","1.548780487804878","00:01:15"
"Япония","Префектура Токио","Токио","82","31","0.25609756097560976","1.548780487804878","00:01:29"
"Израиль","Не определено","Не определено","81","68","0.12345679012345678","1.8024691358024691","00:02:05"
"Россия","Республика Саха (Якутия)","Нерюнгри","81","68","0.12345679012345678","1.728395061728395","00:01:50"
"Украина","Донецкая область","Славянск","81","65","0.08641975308641975","1.4074074074074074","00:01:50"
"Украина","Одесская область","Измаил","81","52","0.06172839506172839","1.5925925925925926","00:01:10"
"Россия","Белгородская область","Губкин","79","38","0.0759493670886076","1.379746835443038","00:01:41"
"Россия","Приморский край","Находка","78","70","0.10256410256410256","1.705128205128205","00:00:44"
"Россия","Республика Крым","Бахчисарай","78","72","0.1282051282051282","1.3076923076923077","00:01:07"
"Украина","Закарпатская область","Ужгород","78","56","0.1794871794871795","1.9102564102564104","00:02:39"
"Россия","Оренбургская область","Бузулук","77","55","0.14285714285714285","1.3766233766233766","00:02:03"
"Украина","Киевская область","Ирпень","77","23","0.12987012987012986","1.4025974025974026","00:01:59"
"Швеция","Лен Стокгольм","Стокгольм","77","67","0.3896103896103897","1.1948051948051948","00:00:34"
"Россия","Республика Дагестан","Хасавюрт","76","72","0.2236842105263158","1.644736842105263","00:00:48"
"Венгрия","Пешт","Будапешт","75","34","0.08","1.5733333333333333","00:03:40"
"Россия","Кемеровская область (Кузбасс)","Ленинск-Кузнецкий","75","41","0.17333333333333337","1.6666666666666667","00:01:57"
"Россия","Костромская область","Не определено","74","67","0.16216216216216217","1.6891891891891893","00:01:42"
"Россия","Красноярский край","Минусинск","74","67","0.12162162162162163","1.2567567567567568","00:00:47"
"Россия","Республика Башкортостан","Сибай","74","66","0.13513513513513514","1.364864864864865","00:01:43"
"Канада","Провинция Онтарио","Торонто","73","57","0.1780821917808219","1.5890410958904109","00:01:45"
"Литва","Не определено","Не определено","73","25","0.2465753424657534","2.0","00:01:56"
"Россия","Пермский край","Березники","73","61","0.136986301369863","1.3835616438356164","00:01:17"
"Россия","Чувашская Республика","Не определено","73","47","0.1232876712328767","1.5616438356164384","00:01:57"
"Россия","Чувашская Республика","Новочебоксарск","73","70","0.2054794520547945","1.4657534246575343","00:01:57"
"Польша","Малопольское воеводство","Краков","72","44","0.18055555555555552","1.4583333333333333","00:00:55"
"Россия","Владимирская область","Киржач","72","25","0.05555555555555555","1.8333333333333333","00:04:46"
"Россия","Республика Башкортостан","Мелеуз","72","65","0.125","1.2083333333333333","00:01:01"
"Казахстан","Карагандинская область","Балхаш","71","42","0.07042253521126761","1.7746478873239437","00:02:26"
"Россия","Брянская область","Не определено","71","51","0.14084507042253522","1.5352112676056338","00:02:00"
"Россия","Кемеровская область (Кузбасс)","Белово","71","47","0.11267605633802819","1.408450704225352","00:01:00"
"Бельгия","Не определено","Не определено","70","21","0.2857142857142857","1.5571428571428572","00:00:40"
"Польша","Нижнесилезское воеводство","Вроцлав","70","43","0.08571428571428572","1.8857142857142857","00:03:16"
"Россия","Москва и Московская область","Павловский Посад","70","59","0.14285714285714285","1.4428571428571428","00:01:14"
"Турция","Провинция Стамбул","Стамбул","70","48","0.2","1.3714285714285714","00:01:42"
"Ирландия","Не определено","Не определено","69","68","0.43478260869565216","1.0","00:00:08"
"Казахстан","Акмолинская область","Не определено","68","64","0.25","2.1029411764705883","00:01:40"
"Россия","Кемеровская область (Кузбасс)","Юрга","68","61","0.17647058823529413","1.8676470588235294","00:01:14"
"Россия","Саратовская область","Энгельс","68","58","0.1176470588235294","1.661764705882353","00:02:17"
"Эстония","Ида-Вирумаа","Нарва","68","48","0.25","1.6029411764705883","00:01:57"
"Россия","Москва и Московская область","Зарайск","67","35","0.07462686567164178","1.5671641791044777","00:01:57"
"Россия","Москва и Московская область","Луховицы","67","55","0.11940298507462685","1.2537313432835822","00:00:49"
"Россия","Свердловская область","Краснотурьинск","67","55","0.16417910447761194","1.4477611940298507","00:02:13"
"США","Штат Нью-Йорк","Не определено","67","34","0.11940298507462685","1.462686567164179","00:02:04"
"Австрия","Земля Вена","Вена","66","57","0.2121212121212121","1.3636363636363635","00:01:49"
"Россия","Псковская область","Великие Луки","66","61","0.16666666666666663","1.5606060606060606","00:00:49"
"Россия","Санкт-Петербург и Ленинградская область","Мурино","66","53","0.13636363636363635","1.1363636363636365","00:00:56"
"Словакия","Братиславский край","Братислава","66","30","0.030303030303030304","1.9393939393939394","00:03:52"
"Россия","Республика Дагестан","Каспийск","65","42","0.4153846153846154","1.0923076923076922","00:00:15"
"Россия","Санкт-Петербург и Ленинградская область","Волхов","65","49","0.1076923076923077","1.5538461538461539","00:01:22"
"Россия","Курская область","Не определено","64","51","0.234375","1.296875","00:00:54"
"Россия","Республика Башкортостан","Белорецк","64","63","0.125","1.53125","00:01:06"
"Россия","Республика Дагестан","Дербент","64","60","0.1875","1.28125","00:01:21"
"Украина","Донецкая область","Чистяково","64","49","0.140625","1.5625","00:02:20"
"Украина","Хмельницкая область","Каменец-Подольский","64","39","0.28125","1.34375","00:01:07"
"Россия","Москва и Московская область","Кашира","63","37","0.14285714285714285","1.1428571428571428","00:00:33"
"Россия","Москва и Московская область","Краснознаменск","63","56","0.14285714285714285","1.4761904761904763","00:01:49"
"Россия","Республика Башкортостан","Кумертау","63","58","0.1746031746031746","1.4444444444444444","00:01:06"
"Россия","Ханты-Мансийский автономный округ - Югра","Нягань","63","58","0.14285714285714285","1.3174603174603174","00:01:00"
"Казахстан","Павлодарская область","Экибастуз","62","51","0.0967741935483871","1.6774193548387097","00:01:24"
"Молдова","Не определено","Не определено","62","48","0.20967741935483872","1.4516129032258065","00:00:58"
"Россия","Москва и Московская область","Хотьково","62","53","0.1935483870967742","1.3709677419354838","00:01:55"
"Россия","Нижегородская область","Саров","62","50","0.20967741935483872","1.564516129032258","00:01:21"
"Беларусь","Брестская область","Барановичи","61","28","0.08196721311475409","1.1967213114754098","00:00:53"
"Россия","Республика Ингушетия","Назрань","61","56","0.3114754098360656","1.2459016393442623","00:00:31"
"Россия","Тверская область","Кимры","60","45","0.15","1.6666666666666667","00:01:56"
"Украина","Луганская область","Лисичанск","60","46","0.18333333333333332","1.3833333333333333","00:00:26"
"Испания","Провинция Мадрид","Мадрид","59","35","0.13559322033898305","1.3728813559322033","00:01:04"
"Россия","Краснодарский край","Ейск","59","41","0.11864406779661017","1.5593220338983051","00:00:41"
"Россия","Свердловская область","Верхняя Салда","59","29","0.06779661016949153","1.5084745762711864","00:01:08"
"Украина","Донецкая область","Харцызск","59","47","0.05084745762711865","2.3728813559322033","00:02:01"
"Украина","Харьковская область","Не определено","59","47","0.11864406779661017","1.6101694915254237","00:02:41"
"Болгария","Варненская область","Варна","58","35","0.1896551724137931","2.2241379310344827","00:02:22"
"Россия","Новосибирская область","Бердск","58","50","0.12068965517241378","1.4482758620689655","00:01:22"
"Россия","Ханты-Мансийский автономный округ - Югра","Лангепас","58","49","0.12068965517241378","1.6724137931034482","00:02:33"
"Канада","Не определено","Не определено","57","45","0.43859649122807015","1.456140350877193","00:01:07"
"Россия","Амурская область","Не определено","57","52","0.12280701754385964","1.4035087719298245","00:01:01"
"Россия","Республика Коми","Усинск","57","37","0.10526315789473684","2.210526315789474","00:03:42"
"США","Штат Калифорния","Сан-Хосе","57","43","0.2807017543859649","1.0701754385964912","00:00:38"
"Украина","Днепропетровская область","Не определено","57","39","0.2807017543859649","1.3508771929824561","00:00:32"
"Украина","Одесская область","Не определено","57","46","0.10526315789473684","2.1052631578947367","00:03:00"
"Россия","Москва и Московская область","Дедовск","56","46","0.16071428571428573","1.6428571428571428","00:02:25"
"Россия","Москва и Московская область","Котельники","56","45","0.19642857142857142","1.4107142857142858","00:01:43"
"Россия","Санкт-Петербург и Ленинградская область","Всеволожск","56","41","0.19642857142857142","1.3392857142857142","00:01:00"
"Россия","Томская область","Не определено","56","48","0.14285714285714285","1.0714285714285714","00:00:58"
"Россия","Ямало-Ненецкий автономный округ","Салехард","56","49","0.10714285714285714","1.4285714285714286","00:01:32"
"Германия","Северный Рейн-Вестфалия","Падерборн","55","45","0.34545454545454546","1.9090909090909092","00:01:59"
"Россия","Еврейская автономная область","Биробиджан","55","54","0.10909090909090909","1.4727272727272727","00:01:50"
"Россия","Республика Хакасия","Саяногорск","55","41","0.12727272727272726","1.981818181818182","00:02:47"
"Россия","Свердловская область","Верхняя Пышма","55","46","0.2","1.6727272727272726","00:00:58"
"Россия","Тюменская область","Ишим","55","46","0.05454545454545454","1.0909090909090908","00:00:56"
"Румыния","Не определено","Не определено","55","19","0.12727272727272726","1.6","00:03:18"
"США","Штат Огайо","Цинциннати","55","2","0.3090909090909091","1.309090909090909","00:01:35"
"Испания","Андалусия","Кадис","54","6","0.35185185185185186","1.2592592592592593","00:00:39"
"Россия","Пермский край","Чайковский","54","47","0.16666666666666663","1.962962962962963","00:01:28"
"Россия","Свердловская область","Асбест","54","30","0.16666666666666663","2.462962962962963","00:06:22"
"Россия","Свердловская область","Берёзовский","54","33","0.037037037037037035","1.3333333333333333","00:00:52"
"Узбекистан","Не определено","Не определено","54","50","0.2037037037037037","1.4074074074074074","00:00:53"
"Украина","Днепропетровская область","Никополь","54","45","0.1111111111111111","1.5185185185185186","00:01:17"
"Украина","Ивано-Франковская область","Ивано-Франковск","54","49","0.1851851851851852","1.3518518518518519","00:00:44"
"Латвия","Не определено","Лиепая","53","22","0.169811320754717","1.4150943396226414","00:02:30"
"Украина","Запорожская область","Не определено","53","42","0.11320754716981134","1.679245283018868","00:02:18"
"Польша","Великопольское воеводство","Познань","52","38","0.17307692307692307","1.2884615384615385","00:00:56"
"Россия","Архангельская область","Котлас","52","40","0.1346153846153846","1.25","00:00:35"
"Россия","Москва и Московская область","Апрелевка","52","42","0.1346153846153846","1.0576923076923077","00:00:15"
"Россия","Пермский край","Лысьва","52","37","0.07692307692307693","1.7884615384615385","00:01:51"
"Италия","Ломбардия","Милан","51","35","0.17647058823529413","1.196078431372549","00:02:58"
"Россия","Москва и Московская область","Шатура","51","42","0.13725490196078433","2.372549019607843","00:01:58"
"Россия","Республика Башкортостан","Учалы","51","49","0.19607843137254904","1.196078431372549","00:00:25"
"Эстония","Не определено","Не определено","51","25","0.0784313725490196","1.2156862745098038","00:00:32"
"Израиль","Иерусалимский АО","Иерусалим","50","30","0.08","2.06","00:03:55"
"Россия","Тверская область","Конаково","50","27","0.18","1.46","00:00:56"
"Чехия","Злинский край","Всетин","50","11","0.06","1.28","00:05:31"
"Италия","Венето","Местре","49","41","0.14285714285714285","2.204081632653061","00:02:55"
"Норвегия","Вест-Агдер","Кристиансанн","49","5","0.04081632653061225","1.2448979591836735","00:01:04"
"Россия","Кемеровская область (Кузбасс)","Киселёвск","49","44","0.0","1.7959183673469388","00:01:29"
"Россия","Ненецкий автономный округ","Нарьян-Мар","49","43","0.20408163265306123","1.1224489795918366","00:00:54"
"Россия","Новгородская область","Старая Русса","49","16","0.061224489795918366","1.3877551020408163","00:02:36"
"Россия","Пермский край","Соликамск","49","26","0.0816326530612245","2.0","00:02:54"
"Россия","Республика Крым","Саки","49","38","0.10204081632653061","1.7346938775510203","00:01:52"
"Россия","Республика Татарстан","Нижнекамск","49","46","0.12244897959183673","1.816326530612245","00:01:20"
"Россия","Свердловская область","Серов","49","46","0.12244897959183673","1.1020408163265305","00:00:16"
"США","Штат Калифорния","Лос-Анджелес","49","46","0.46938775510204084","1.3265306122448979","00:01:02"
"Казахстан","Алматинская область","Не определено","48","41","0.14583333333333334","1.7291666666666667","00:00:51"
"Россия","Карачаево-Черкесская Республика","Не определено","48","9","0.0625","1.75","00:01:01"
"Россия","Краснодарский край","Геленджик","48","35","0.125","1.1041666666666667","00:00:51"
"Украина","Днепропетровская область","Павлоград","48","43","0.125","1.7083333333333333","00:01:23"
"Украина","Запорожская область","Энергодар","48","28","0.08333333333333331","1.5","00:02:15"
"Южная Корея","Не определено","Сеул","48","34","0.10416666666666669","1.7083333333333333","00:02:00"
"Латвия","Не определено","Не определено","47","31","0.1914893617021277","1.3829787234042554","00:01:36"
"Россия","Псковская область","Не определено","47","42","0.2127659574468085","1.1063829787234043","00:00:58"
"Украина","Луганская область","Кадиевка","47","44","0.2127659574468085","1.7872340425531914","00:01:20"
"Китай","Гонконг (Сянган)","Гонконг","46","33","0.3695652173913043","1.4565217391304348","00:00:40"
"Россия","Амурская область","Белогорск","46","24","0.021739130434782608","1.6956521739130435","00:02:57"
"Россия","Липецкая область","Елец","46","45","0.1956521739130435","1.391304347826087","00:01:25"
"Россия","Красноярский край","Железногорск","45","41","0.15555555555555556","1.3333333333333333","00:01:44"
"Испания","Каталония","Барселона","44","23","0.06818181818181818","1.2045454545454546","00:02:19"
"Канада","Провинция Квебек","Не определено","44","23","0.09090909090909091","1.7272727272727273","00:02:45"
"Россия","Республика Башкортостан","Ишимбай","44","42","0.18181818181818182","1.9090909090909092","00:02:14"
"Россия","Республика Саха (Якутия)","Мирный","44","33","0.045454545454545456","1.2045454545454546","00:00:58"
"Россия","Санкт-Петербург и Ленинградская область","Кингисепп","44","39","0.1590909090909091","3.0681818181818183","00:02:28"
"Испания","Не определено","Не определено","43","31","0.023255813953488372","1.7906976744186047","00:02:43"
"Россия","Москва и Московская область","Можайск","43","36","0.11627906976744186","1.2790697674418605","00:01:11"
"Россия","Республика Крым","Армянск","43","36","0.11627906976744186","1.1627906976744187","00:00:50"
"Россия","Республика Крым","Джанкой","43","40","0.11627906976744186","1.372093023255814","00:00:31"
"США","Штат Калифорния","Маунтин-Вью","43","39","0.23255813953488372","1.1627906976744187","00:00:21"
"Беларусь","Могилёвская область","Не определено","42","23","0.11904761904761903","1.119047619047619","00:01:03"
"Бельгия","Не определено","Брюссель","42","21","0.35714285714285715","1.6428571428571428","00:00:29"
"Россия","Забайкальский край","Не определено","42","32","0.21428571428571427","1.1666666666666667","00:00:20"
"Россия","Иркутская область","Усть-Кут","42","33","0.047619047619047616","1.9523809523809523","00:02:30"
"Россия","Санкт-Петербург и Ленинградская область","Кириши","42","32","0.11904761904761903","2.5714285714285716","00:03:33"
"Россия","Смоленская область","Не определено","42","29","0.11904761904761903","1.6666666666666667","00:01:25"
"Россия","Тюменская область","Тобольск","42","39","0.19047619047619047","1.2380952380952381","00:00:43"
"Сингапур","Не определено","Сингапур","42","30","0.2619047619047619","1.5238095238095237","00:01:27"
"Германия","Северный Рейн-Вестфалия","Кёльн","41","17","0.14634146341463414","1.3902439024390243","00:03:02"
"Украина","Донецкая область","Бахмут","41","32","0.14634146341463414","1.4634146341463414","00:00:47"
"Беларусь","Гомельская область","Не определено","40","26","0.15","2.05","00:01:21"
"Казахстан","Карагандинская область","Не определено","40","30","0.15","1.45","00:00:46"
"Россия","Белгородская область","Шебекино","40","19","0.05","2.075","00:02:12"
"Россия","Санкт-Петербург и Ленинградская область","Сланцы","40","34","0.275","1.4","00:01:03"
"Люксембург","Округ Люксембург","Люксембург","39","13","0.02564102564102564","1.1025641025641026","00:00:47"
"Россия","Республика Ингушетия","Не определено","39","32","0.1794871794871795","1.2564102564102564","00:00:33"
"Россия","Ростовская область","Шахты","39","32","0.20512820512820512","1.8461538461538463","00:01:07"
"Украина","Луганская область","Брянка","39","24","0.10256410256410256","2.2564102564102564","00:05:00"
"Украина","Луганская область","Должанск","39","21","0.10256410256410256","1.9743589743589745","00:03:01"
"Украина","Луганская область","Хрустальный","39","32","0.1794871794871795","1.3846153846153846","00:00:38"
"Азербайджан","Апшеронский район","Хырдалан","38","21","0.07894736842105263","1.1578947368421053","00:00:30"
"Израиль","Хайфский АО","Хайфа","38","26","0.13157894736842105","1.2105263157894737","00:00:38"
"Турция","Провинция Анкара","Анкара","38","30","0.15789473684210525","1.1578947368421053","00:00:50"
"Украина","Львовская область","Не определено","38","23","0.10526315789473684","1.131578947368421","00:00:26"
"Латвия","Не определено","Даугавпилс","37","28","0.13513513513513514","1.5405405405405406","00:01:26"
"Молдова","Не определено","Бельцы","37","37","0.1891891891891892","1.972972972972973","00:03:00"
"Россия","Липецкая область","Не определено","37","34","0.13513513513513514","1.2702702702702702","00:00:16"
"Украина","Донецкая область","Дебальцево","37","18","0.1081081081081081","1.4864864864864864","00:03:35"
"Беларусь","Гомельская область","Мозырь","36","34","0.19444444444444448","1.2777777777777777","00:01:16"
"Германия","Северный Рейн-Вестфалия","Не определено","36","15","0.1111111111111111","1.5277777777777777","00:01:12"
"Казахстан","Не определено","Байконур","36","27","0.1111111111111111","2.6944444444444446","00:04:51"
"Россия","Приморский край","Артём","36","31","0.027777777777777776","1.4166666666666667","00:01:27"
"Россия","Челябинская область","Сатка","36","26","0.1388888888888889","1.4722222222222223","00:01:52"
"Румыния","Не определено","Бухарест","36","30","0.19444444444444448","1.4444444444444444","00:01:56"
"Таиланд","Не определено","Бангкок","36","17","0.08333333333333331","1.25","00:01:24"
"Украина","Донецкая область","Покровск","36","32","0.25","1.1944444444444444","00:01:06"
"Украина","Донецкая область","Снежное","36","31","0.16666666666666663","2.0","00:03:33"
"Грузия","Не определено","Не определено","35","25","0.2","1.9142857142857144","00:01:58"
"Польша","Не определено","Не определено","35","26","0.14285714285714285","1.6571428571428573","00:02:14"
"Россия","Калининградская область","Не определено","35","34","0.2857142857142857","1.542857142857143","00:01:31"
"Россия","Москва и Московская область","Голицыно","35","22","0.11428571428571428","2.3714285714285714","00:07:27"
"Россия","Ростовская область","Каменск-Шахтинский","35","24","0.22857142857142856","2.342857142857143","00:01:17"
"Россия","Тульская область","Не определено","35","33","0.14285714285714285","1.4285714285714286","00:00:32"
"Россия","Челябинская область","Троицк","35","32","0.17142857142857143","1.4","00:00:23"
"США","Штат Техас","Эль-Пасо","35","35","1.0","1.0","00:00:00"
"Таджикистан","Согдийская область","Худжанд","35","31","0.17142857142857143","1.6","00:01:50"
"Греция","Аттика","Афины","34","31","0.17647058823529413","1.2058823529411764","00:00:42"
"Норвегия","Не определено","Не определено","34","30","0.14705882352941177","1.7058823529411764","00:02:01"
"Россия","Красноярский край","Зеленогорск","34","32","0.0","1.5294117647058822","00:01:37"
"Россия","Москва и Московская область","Кубинка","34","30","0.20588235294117646","1.3823529411764706","00:00:40"
"Россия","Мурманская область","Мончегорск","34","32","0.08823529411764706","1.6764705882352942","00:01:08"
"Россия","Санкт-Петербург и Ленинградская область","Коммунар","34","9","0.0","1.088235294117647","00:00:35"
"Россия","Свердловская область","Североуральск","34","24","0.02941176470588235","1.588235294117647","00:00:49"
"Украина","Полтавская область","Горишние Плавни","34","18","0.02941176470588235","3.0","00:02:20"
"Россия","Оренбургская область","Новотроицк","33","31","0.18181818181818182","1.0909090909090908","00:00:16"
"Россия","Республика Башкортостан","Бирск","33","32","0.18181818181818182","1.2424242424242424","00:00:18"
"Россия","Ставропольский край","Георгиевск","33","26","0.12121212121212122","1.4545454545454546","00:01:59"
"Украина","Сумская область","Глухов","33","19","0.09090909090909091","1.8484848484848484","00:03:24"
"Германия","Северный Рейн-Вестфалия","Дюссельдорф","32","21","0.0625","1.125","00:01:17"
"Кипр","Не определено","Не определено","32","21","0.21875","1.21875","00:01:05"
"Малайзия","Не определено","Куала-Лумпур","32","14","0.0","1.0625","00:00:31"
"Объединённые Арабские Эмираты","Эмират Дубай","Дубай","32","31","0.15625","1.90625","00:00:43"
"Россия","Иркутская область","Бодайбо","32","9","0.0625","2.15625","00:04:22"
"Россия","Новосибирская область","Искитим","32","28","0.25","1.3125","00:00:43"
"Россия","Республика Мордовия","Рузаевка","32","25","0.25","1.90625","00:01:16"
"Россия","Свердловская область","Полевской","32","22","0.125","1.3125","00:00:33"
"Украина","Донецкая область","Шахтерск","32","30","0.1875","1.375","00:02:06"
"Украина","Херсонская область","Не определено","32","14","0.0625","1.84375","00:02:15"
"Южная Корея","Не определено","Не определено","32","29","0.46875","1.28125","00:00:33"
"Россия","Краснодарский край","Славянск-на-Кубани","31","29","0.16129032258064516","1.4838709677419355","00:01:56"
"Россия","Ханты-Мансийский автономный округ - Югра","Когалым","31","24","0.0967741935483871","1.967741935483871","00:01:44"
"Украина","Луганская область","Перевальск","31","20","0.03225806451612903","1.4193548387096775","00:03:07"
"Украина","Луганская область","Рубежное","31","25","0.12903225806451613","1.3225806451612903","00:00:51"
"Казахстан","Акмолинская область","Степногорск","30","21","0.1","2.433333333333333","00:01:02"
"Мексика","Штат Нижняя Калифорния","Тихуана","30","18","0.2333333333333333","1.8333333333333333","00:04:04"
"Россия","Кемеровская область (Кузбасс)","Анжеро-Судженск","30","25","0.0","1.6","00:02:35"
"Россия","Республика Крым","Белогорск","30","25","0.16666666666666663","1.8666666666666667","00:01:46"
"Россия","Свердловская область","Реж","30","24","0.26666666666666666","1.1","00:00:23"
"Россия","Ставропольский край","Ессентуки","30","29","0.13333333333333333","1.3","00:01:01"
"Россия","Хабаровский край","Амурск","30","28","0.2333333333333333","1.4333333333333333","00:00:43"
"США","Штат Калифорния","Сан-Франциско","30","21","0.2","1.2333333333333334","00:02:00"
"Швейцария","Не определено","Не определено","30","27","0.5666666666666667","1.2666666666666666","00:02:06"
"Абхазия","Не определено","Сухум","29","20","0.13793103448275862","1.4827586206896552","00:02:48"
"Россия","Республика Марий Эл","Волжск","29","23","0.10344827586206896","1.5862068965517242","00:02:12"
"Россия","Удмуртская Республика","Воткинск","29","24","0.13793103448275862","1.4827586206896552","00:00:51"
"США","Штат Аризона","Пейдж","29","24","0.4482758620689655","1.1724137931034482","00:00:55"
"Украина","Донецкая область","Дружковка","29","16","0.10344827586206896","1.3103448275862069","00:01:17"
"Украина","Сумская область","Конотоп","29","23","0.1724137931034483","1.4482758620689655","00:01:25"
"Чехия","Южноморавский край","Брно","29","14","0.034482758620689655","1.6551724137931034","00:04:04"
"Беларусь","Витебская область","Не определено","28","24","0.10714285714285714","2.2142857142857144","00:02:29"
"Болгария","Не определено","Не определено","28","14","0.14285714285714285","1.5357142857142858","00:01:25"
"Исландия","Не определено","Не определено","28","28","0.8214285714285714","1.0","00:00:02"
"Молдова","Унгенский район","Корнешты","28","24","0.25","1.1785714285714286","00:01:29"
"Россия","Москва и Московская область","Волоколамск","28","26","0.32142857142857145","1.1785714285714286","00:02:00"
"Россия","Москва и Московская область","Черноголовка","28","25","0.21428571428571427","1.5714285714285714","00:02:36"
"Россия","Республика Коми","Печора","28","28","0.21428571428571427","1.9642857142857142","00:02:57"
"США","Штат Огайо","Колумбус","28","28","0.9285714285714286","1.0","00:00:01"
"Сербия","Округ Белград","Белград","28","21","0.17857142857142858","2.2142857142857144","00:01:47"
"Франция","Приморские Альпы","Ницца","28","10","0.17857142857142858","1.3214285714285714","00:01:05"
"Германия","Баден-Вюртемберг","Штутгарт","27","24","0.1111111111111111","1.2592592592592593","00:00:56"
"Россия","Брянская область","Клинцы","27","26","0.25925925925925924","1.4444444444444444","00:00:41"
"Россия","Кировская область","Вятские Поляны","27","16","0.14814814814814814","1.8148148148148149","00:05:19"
"Россия","Москва и Московская область","Красноармейск","27","22","0.14814814814814814","1.8888888888888888","00:01:45"
"Россия","Республика Мордовия","Не определено","27","17","0.037037037037037035","1.6666666666666667","00:00:26"
"Россия","Республика Хакасия","Не определено","27","26","0.037037037037037035","1.1851851851851851","00:00:48"
"Россия","Свердловская область","Лесной","27","24","0.2222222222222222","1.5185185185185186","00:00:54"
"Россия","Тамбовская область","Не определено","27","27","0.07407407407407407","1.3333333333333333","00:01:13"
"Россия","Удмуртская Республика","Сарапул","27","23","0.1851851851851852","1.7777777777777777","00:02:16"
"Россия","Ярославская область","Углич","27","20","0.037037037037037035","1.6296296296296295","00:00:28"
"США","Штат Вирджиния","Вирджиния-Бич","27","10","0.07407407407407407","3.259259259259259","00:09:51"
"Украина","Волынская область","Не определено","27","6","0.037037037037037035","1.1481481481481481","00:03:28"
"Литва","Клайпедский уезд","Клайпеда","26","21","0.15384615384615385","1.3461538461538463","00:01:13"
"Новая Зеландия","Не определено","Окленд","26","19","0.15384615384615385","1.6153846153846154","00:01:31"
"Россия","Республика Бурятия","Не определено","26","25","0.19230769230769235","1.2692307692307692","00:00:54"
"Россия","Республика Крым","Красноперекопск","26","23","0.19230769230769235","1.2307692307692308","00:00:53"
