"Страна","Область","Город","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте"
"Итого и средние","","","511457","337557","0.14397104741943115","1.495513796858778","00:01:39"
"Россия","Москва и Московская область","Москва","57401","39818","0.15551993867702654","1.4612288984512465","00:01:35"
"Россия","Санкт-Петербург и Ленинградская область","Санкт-Петербург","39319","22260","0.14639232940817418","1.6220656679976602","00:02:04"
"Россия","Не определено","Не определено","38721","29997","0.16536246481237568","1.4125409984246275","00:01:27"
"Беларусь","Минская область","Минск","13918","8634","0.15109929587584423","1.41421181204196","00:01:28"
"Украина","Киевская область","Киев","13484","7833","0.14906555918125186","1.5117917531889646","00:01:44"
"Россия","Новосибирская область","Новосибирск","10012","5857","0.15101877746703954","1.4510587295245705","00:01:23"
"Россия","Свердловская область","Екатеринбург","9598","5950","0.12481767034798917","1.509064388414253","00:01:53"
"Казахстан","Алматинская область","Алматы","8051","6551","0.15588125698670974","1.581170040988697","00:01:37"
"Россия","Краснодарский край","Краснодар","7829","5230","0.1338612849661515","1.4247030272065397","00:01:33"
"Россия","Нижегородская область","Нижний Новгород","7246","4440","0.11137179133314933","1.4494893734474192","00:01:36"
"Россия","Республика Татарстан","Казань","6823","5071","0.12516488348233915","1.485710098197274","00:01:46"
"Россия","Самарская область","Самара","6295","4637","0.13486894360603655","1.5118347895154884","00:01:35"
"Россия","Республика Башкортостан","Уфа","5981","4161","0.1319177395084434","1.3333890653736833","00:01:09"
"Россия","Москва и Московская область","Не определено","5524","3203","0.17034757422157856","1.694967414916727","00:05:15"
"Россия","Красноярский край","Красноярск","5463","3205","0.09939593629873694","1.4147904082006224","00:01:28"
"Украина","Харьковская область","Харьков","5414","3181","0.11267085334318434","1.5064647210934614","00:01:46"
"Россия","Воронежская область","Воронеж","5353","3244","0.12591070427797496","1.4629179899121987","00:01:35"
"Россия","Ростовская область","Ростов-на-Дону","5092","3601","0.14257659073055773","1.4636684996072271","00:01:29"
"Россия","Челябинская область","Челябинск","4998","3532","0.12705082032813125","1.5248099239695878","00:01:38"
"Россия","Томская область","Томск","4927","2674","0.11792165618023137","1.51552668966917","00:01:45"
"Россия","Пермский край","Пермь","4499","3155","0.12091575905756835","1.4747721715936875","00:01:33"
"Россия","Саратовская область","Саратов","4306","2882","0.1184393869019972","1.4405480724570368","00:01:44"
"Россия","Омская область","Омск","4216","2615","0.1368595825426945","1.5403225806451613","00:01:43"
"Россия","Республика Крым","Севастополь","4208","940","0.04800380228136882","1.182509505703422","00:01:26"
"Казахстан","Акмолинская область","Нур-Султан","4167","3662","0.14758819294456443","1.542836573074154","00:01:38"
"Россия","Иркутская область","Иркутск","4145","2858","0.09891435464414958","1.491435464414958","00:01:40"
"Киргизия","Не определено","Бишкек","3868","3184","0.14451913133402275","1.795243019648397","00:01:46"
"Россия","Приморский край","Владивосток","3852","2724","0.1222741433021807","1.4540498442367602","00:01:38"
"Украина","Донецкая область","Донецк","3789","2469","0.13539192399049882","1.3795196621799948","00:01:26"
"Россия","Республика Крым","Симферополь","3420","1811","0.11257309941520469","1.644736842105263","00:01:29"
"Россия","Ставропольский край","Ставрополь","3159","2021","0.12187401076289966","1.5071225071225072","00:01:36"
"Россия","Волгоградская область","Волгоград","2994","1786","0.11957247828991316","1.4612558450233801","00:01:38"
"Россия","Тюменская область","Тюмень","2962","2135","0.14550979068197165","1.3899392302498312","00:01:18"
"Россия","Алтайский край","Барнаул","2955","1995","0.1042301184433164","1.434517766497462","00:01:32"
"Россия","Хабаровский край","Хабаровск","2871","1880","0.13793103448275862","1.6318355973528387","00:01:51"
"Беларусь","Гомельская область","Гомель","2787","1432","0.16074632221026197","1.4779332615715823","00:01:47"
"Узбекистан","Не определено","Ташкент","2679","1992","0.1265397536394177","1.4818962299365435","00:01:29"
"Казахстан","Не определено","Не определено","2569","2067","0.16076294277929154","1.4772284935772675","00:01:24"
"Украина","Не определено","Не определено","2560","1763","0.1578125","1.564453125","00:01:46"
"Беларусь","Брестская область","Брест","2555","1639","0.12563600782778864","1.6062622309197652","00:01:41"
"Украина","Одесская область","Одесса","2501","1545","0.09996001599360255","1.5137944822071172","00:01:56"
"Россия","Кировская область","Киров","2364","1276","0.1319796954314721","1.5634517766497462","00:01:46"
"Россия","Кемеровская область (Кузбасс)","Кемерово","2262","1695","0.17108753315649866","1.4213085764809903","00:01:38"
"Россия","Калининградская область","Калининград","2232","1299","0.09946236559139784","1.5313620071684588","00:01:38"
"Украина","Днепропетровская область","Днепр","2203","1502","0.11575124829777578","1.474807081252837","00:01:35"
"Россия","Оренбургская область","Оренбург","2115","1444","0.13191489361702127","1.478014184397163","00:01:40"
"Беларусь","Гродненская область","Гродно","2075","1518","0.13301204819277107","1.5619277108433736","00:01:35"
"Россия","Белгородская область","Белгород","2016","1093","0.13442460317460317","1.4399801587301588","00:01:29"
"Украина","Луганская область","Луганск","1984","1377","0.11542338709677419","1.4793346774193548","00:01:14"
"Россия","Удмуртская Республика","Ижевск","1974","1584","0.1641337386018237","1.4989868287740629","00:01:29"
"Россия","Ульяновская область","Ульяновск","1920","1388","0.14114583333333333","1.5421875","00:01:44"
"Беларусь","Витебская область","Витебск","1907","1483","0.13791295228106976","1.5034084950183535","00:01:30"
"Россия","Санкт-Петербург и Ленинградская область","Не определено","1880","997","0.15691489361702127","1.5069148936170214","00:01:43"
"Молдова","Не определено","Кишинев","1805","1048","0.1434903047091413","1.6094182825484764","00:01:58"
"Казахстан","Карагандинская область","Караганда","1736","1310","0.11578341013824885","1.6463133640552996","00:01:42"
"Россия","Чувашская Республика","Чебоксары","1668","1281","0.14388489208633093","1.4652278177458034","00:01:33"
"Россия","Ярославская область","Ярославль","1643","1204","0.1472915398660986","1.5003043213633598","00:01:23"
"Латвия","Не определено","Рига","1583","687","0.15666456096020215","1.4895767530006316","00:01:39"
"Россия","Республика Коми","Сыктывкар","1580","882","0.11708860759493671","1.5221518987341771","00:01:54"
"Россия","Тульская область","Тула","1559","1287","0.13470173187940987","1.4207825529185376","00:01:32"
"Россия","Самарская область","Тольятти","1509","776","0.20675944333996024","1.414181577203446","00:01:27"
"Россия","Астраханская область","Астрахань","1502","1156","0.12450066577896138","1.4587217043941412","00:01:26"
"Россия","Краснодарский край","Не определено","1500","845","0.11733333333333333","1.4553333333333334","00:01:18"
"Россия","Тверская область","Тверь","1494","883","0.15127175368139223","1.4752342704149932","00:01:20"
"Россия","Рязанская область","Рязань","1493","1096","0.16208975217682522","1.5539182853315472","00:01:51"
"Россия","Забайкальский край","Чита","1470","1076","0.1108843537414966","1.3931972789115645","00:01:28"
"Россия","Владимирская область","Владимир","1366","719","0.12079062957540264","1.4670571010248903","00:01:50"
"Казахстан","Костанайская область","Костанай","1361","1133","0.15576781778104334","1.4680382072005878","00:01:30"
"Украина","Запорожская область","Запорожье","1337","727","0.1219147344801795","1.424831712789828","00:01:37"
"Россия","Республика Бурятия","Улан-Удэ","1315","1037","0.12015209125475285","1.6562737642585552","00:01:21"
"Россия","Пензенская область","Пенза","1307","1051","0.14384085692425402","1.4659525631216526","00:01:12"
"Россия","Курская область","Курск","1306","904","0.12787136294027565","1.442572741194487","00:01:25"
"Беларусь","Могилёвская область","Могилёв","1304","873","0.13113496932515337","1.4700920245398772","00:01:40"
"Россия","Республика Марий Эл","Йошкар-Ола","1296","1098","0.2152777777777778","1.5108024691358024","00:01:13"
"Россия","Республика Татарстан","Не определено","1272","1021","0.1470125786163522","1.4158805031446542","00:01:09"
"Россия","Смоленская область","Смоленск","1229","697","0.13425549227013833","1.3498779495524817","00:01:24"
"Россия","Мурманская область","Мурманск","1213","670","0.09068425391591096","1.5869744435284419","00:01:36"
"Россия","Республика Саха (Якутия)","Не определено","1210","1045","0.08677685950413223","1.640495867768595","00:01:38"
"Россия","Ханты-Мансийский автономный округ - Югра","Не определено","1207","845","0.10687655343827672","1.5956917978458989","00:02:00"
"Россия","Брянская область","Брянск","1145","725","0.13624454148471615","1.4331877729257643","00:01:32"
"Россия","Республика Башкортостан","Не определено","1109","857","0.13796212804328223","1.4661857529305682","00:01:21"
"Россия","Вологодская область","Вологда","1098","771","0.18214936247723132","1.5245901639344261","00:01:50"
"Россия","Республика Саха (Якутия)","Якутск","1093","964","0.11161939615736503","1.4080512351326624","00:01:11"
"Россия","Республика Мордовия","Саранск","1080","860","0.14166666666666666","1.4064814814814814","00:01:17"
"Россия","Республика Дагестан","Махачкала","1070","859","0.16822429906542055","1.3934579439252337","00:01:05"
"Молдова","Левобережье Днестра","Тирасполь","1065","634","0.14272300469483568","2.1220657276995305","00:02:40"
"Россия","Амурская область","Благовещенск","1060","625","0.07830188679245283","1.258490566037736","00:00:58"
"Россия","Калужская область","Калуга","1054","721","0.1432637571157495","1.6157495256166983","00:01:50"
"Россия","Республика Татарстан","Набережные Челны","1040","881","0.13557692307692307","1.4865384615384616","00:01:34"
"Казахстан","Павлодарская область","Павлодар","1001","827","0.15584415584415584","1.4465534465534466","00:01:27"
"Россия","Липецкая область","Липецк","974","735","0.14271047227926079","1.4281314168377823","00:01:28"
"Россия","Москва и Московская область","Королёв","951","597","0.17560462670872762","1.384858044164038","00:01:30"
"Россия","Москва и Московская область","Подольск","930","581","0.13118279569892474","1.6559139784946237","00:01:49"
"Россия","Свердловская область","Нижний Тагил","905","517","0.2022099447513812","1.6861878453038674","00:01:44"
"Россия","Республика Карелия","Петрозаводск","903","705","0.13067552602436322","1.5382059800664452","00:01:45"
"Россия","Кемеровская область (Кузбасс)","Новокузнецк","896","653","0.11495535714285714","1.4095982142857142","00:01:28"
"Азербайджан","Не определено","Баку","895","717","0.14748603351955308","1.4804469273743017","00:01:46"
"Россия","Архангельская область","Архангельск","893","622","0.12206047032474804","1.3919372900335947","00:01:28"
"Россия","Челябинская область","Магнитогорск","878","596","0.09908883826879271","1.9236902050113895","00:01:27"
"Россия","Москва и Московская область","Балашиха","869","561","0.11507479861910241","1.6029919447640966","00:01:32"
"Германия","Не определено","Не определено","868","503","0.2857142857142857","1.4988479262672811","00:02:30"
"Россия","Курганская область","Курган","851","693","0.16803760282021152","1.535840188014101","00:01:13"
"Россия","Тамбовская область","Тамбов","837","726","0.15412186379928317","1.5149342891278375","00:01:17"
"Россия","Ивановская область","Иваново","810","633","0.13950617283950617","1.5320987654320988","00:01:19"
"Украина","Киевская область","Белая Церковь","796","60","0.04396984924623116","1.1532663316582914","00:00:51"
"Россия","Орловская область","Орёл","751","619","0.1744340878828229","1.5938748335552597","00:01:30"
"Украина","Донецкая область","Мариуполь","747","475","0.14323962516733602","1.6117804551539492","00:02:17"
"Россия","Краснодарский край","Сочи","731","561","0.14500683994528044","1.5595075239398084","00:01:13"
"Казахстан","Восточно-Казахстанская область","Усть-Каменогорск","719","639","0.14603616133518776","1.631432545201669","00:01:38"
"Россия","Вологодская область","Череповец","710","421","0.13943661971830987","1.4056338028169013","00:01:25"
"Россия","Сахалинская область","Южно-Сахалинск","708","576","0.1327683615819209","1.3192090395480225","00:00:49"
"Россия","Москва и Московская область","Химки","706","497","0.14447592067988668","1.6104815864022664","00:01:39"
"Россия","Ханты-Мансийский автономный округ - Югра","Сургут","688","600","0.15261627906976744","1.3880813953488371","00:01:44"
"Россия","Москва и Московская область","Одинцово","657","510","0.1415525114155251","1.512937595129376","00:01:58"
"Россия","Республика Крым","Не определено","647","510","0.11591962905718703","1.4034003091190108","00:01:17"
"Украина","Николаевская область","Николаев","641","448","0.1606864274570983","1.4290171606864275","00:01:08"
"Россия","Волгоградская область","Волжский","626","425","0.11661341853035143","1.3610223642172523","00:01:29"
"Россия","Костромская область","Кострома","626","503","0.15654952076677317","1.5814696485623003","00:01:38"
"Россия","Москва и Московская область","Люберцы","616","415","0.10551948051948051","1.49512987012987","00:01:27"
"Армения","Не определено","Ереван","610","525","0.16557377049180327","1.455737704918033","00:01:52"
"Эстония","Харьюмаа","Таллин","601","316","0.15973377703826955","1.459234608985025","00:01:33"
"Россия","Москва и Московская область","Мытищи","591","456","0.1404399323181049","1.467005076142132","00:01:27"
"Россия","Ямало-Ненецкий автономный округ","Надым","590","99","0.022033898305084745","1.2898305084745763","00:01:59"
"Казахстан","Северо-Казахстанская область","Петропавловск","589","431","0.1273344651952462","1.4533106960950763","00:01:27"
"Украина","Львовская область","Львов","588","401","0.14285714285714285","1.41156462585034","00:01:55"
"Россия","Республика Хакасия","Абакан","587","424","0.10221465076660988","1.362862010221465","00:01:10"
"Россия","Новгородская область","Великий Новгород","583","362","0.1097770154373928","1.3825042881646654","00:00:56"
"Германия","Гессен","Франкфурт-на-Майне","582","571","0.8333333333333335","1.1134020618556701","00:00:22"
"Россия","Чеченская Республика","Грозный","578","515","0.1695501730103806","1.5311418685121108","00:01:07"
"Украина","Херсонская область","Херсон","552","291","0.1105072463768116","1.6340579710144927","00:01:44"
"Украина","Донецкая область","Макеевка","551","413","0.1542649727767695","1.2921960072595282","00:01:04"
"Украина","Днепропетровская область","Кривой Рог","542","376","0.1070110701107011","1.4741697416974169","00:01:48"
"Россия","Москва и Московская область","Домодедово","529","209","0.05671077504725898","1.3950850661625709","00:01:49"
"Россия","Москва и Московская область","Раменское","527","223","0.0967741935483871","1.7191650853889944","00:01:56"
"Россия","Республика Северная Осетия — Алания","Владикавказ","523","422","0.13575525812619502","1.3919694072657744","00:01:17"
"Россия","Псковская область","Псков","516","422","0.16279069767441862","1.556201550387597","00:01:26"
"Казахстан","Актюбинская область","Актобе","514","450","0.15369649805447472","1.61284046692607","00:01:20"
"Россия","Ростовская область","Не определено","501","371","0.10778443113772455","1.4510978043912175","00:02:11"
"Украина","Сумская область","Сумы","498","346","0.14859437751004015","1.5220883534136547","00:02:20"
"Россия","Москва и Московская область","Чехов","494","203","0.08906882591093117","1.3805668016194332","00:01:34"
"Россия","Ростовская область","Таганрог","492","314","0.16463414634146342","1.4166666666666667","00:01:22"
"Казахстан","Туркестанская область","Шымкент","479","413","0.18580375782881003","1.4906054279749479","00:01:19"
"Россия","Москва и Московская область","Серпухов","478","203","0.0794979079497908","1.401673640167364","00:02:07"
"Казахстан","Восточно-Казахстанская область","Семей","468","416","0.1282051282051282","1.6132478632478633","00:01:21"
"Россия","Москва и Московская область","Сергиев Посад","453","276","0.11699779249448124","1.4834437086092715","00:01:19"
"Польша","Мазовецкое воеводство","Варшава","445","219","0.11685393258426967","1.2674157303370785","00:01:27"
"Грузия","Не определено","Тбилиси","441","227","0.12244897959183673","1.6213151927437641","00:03:15"
"Россия","Ямало-Ненецкий автономный округ","Не определено","438","317","0.136986301369863","1.3310502283105023","00:01:29"
"Россия","Тюменская область","Не определено","437","289","0.30205949656750575","1.4393592677345537","00:01:17"
"Литва","Тельшяйский уезд","Мажейкяй","426","14","0.2511737089201878","1.5938967136150235","00:02:00"
"Россия","Москва и Московская область","Пушкино","426","245","0.15258215962441316","1.5070422535211268","00:01:50"
"Украина","Полтавская область","Полтава","426","263","0.1244131455399061","1.647887323943662","00:01:53"
"Казахстан","Атырауская область","Атырау","423","367","0.1702127659574468","1.8203309692671394","00:01:23"
"Россия","Нижегородская область","Не определено","414","242","0.11835748792270531","1.3526570048309179","00:01:12"
"Россия","Приморский край","Не определено","414","348","0.13285024154589373","1.4903381642512077","00:01:32"
"Казахстан","Мангистауская область","Актау","413","245","0.09443099273607748","1.430992736077482","00:01:35"
"Россия","Кабардино-Балкарская Республика","Нальчик","409","365","0.1393643031784841","1.3960880195599021","00:01:05"
"США","Не определено","Не определено","407","340","0.4324324324324324","1.4054054054054055","00:00:49"
"Россия","Нижегородская область","Арзамас","401","101","0.39900249376558605","1.399002493765586","00:01:02"
"Казахстан","Западно-Казахстанская область","Уральск","395","361","0.1518987341772152","1.6683544303797468","00:01:30"
"Россия","Ставропольский край","Пятигорск","394","285","0.1649746192893401","1.5431472081218274","00:01:26"
"Казахстан","Жамбылская область","Тараз","383","328","0.16971279373368145","1.3472584856396868","00:01:01"
"Россия","Москва и Московская область","Щелково","382","223","0.193717277486911","1.5078534031413613","00:01:50"
"Россия","Москва и Московская область","Красногорск","379","278","0.1503957783641161","1.3377308707124012","00:01:03"
"Россия","Москва и Московская область","Видное","362","177","0.12430939226519337","1.3314917127071824","00:01:26"
"Россия","Республика Адыгея","Майкоп","357","199","0.0700280112044818","2.0168067226890756","00:02:35"
"Россия","Ханты-Мансийский автономный округ - Югра","Нижневартовск","349","293","0.1518624641833811","1.3180515759312321","00:00:53"
"Россия","Москва и Московская область","Долгопрудный","346","292","0.17341040462427745","1.3352601156069364","00:01:10"
"Россия","Республика Коми","Ухта","343","214","0.2536443148688047","1.7667638483965014","00:02:14"
"Украина","Донецкая область","Не определено","343","262","0.13994169096209913","1.4402332361516035","00:01:03"
"Россия","Москва и Московская область","Дубна","339","252","0.17404129793510326","1.6991150442477876","00:01:35"
"Россия","Республика Башкортостан","Стерлитамак","339","283","0.1592920353982301","1.392330383480826","00:01:16"
"Россия","Свердловская область","Не определено","331","248","0.1299093655589124","1.5921450151057401","00:01:21"
"Украина","Черниговская область","Чернигов","331","188","0.30513595166163143","1.5256797583081572","00:01:29"
"Россия","Курская область","Железногорск","330","105","0.5606060606060606","1.3575757575757577","00:00:30"
"Россия","Республика Калмыкия","Элиста","328","237","0.2530487804878049","1.728658536585366","00:01:49"
"Россия","Алтайский край","Бийск","325","188","0.06461538461538462","1.3753846153846154","00:02:04"
"Россия","Челябинская область","Снежинск","325","97","0.43384615384615377","1.5323076923076924","00:01:21"
"Россия","Ханты-Мансийский автономный округ - Югра","Ханты-Мансийск","322","279","0.13664596273291926","1.5217391304347827","00:01:29"
"Россия","Пермский край","Не определено","321","203","0.08722741433021806","1.6137071651090342","00:02:07"
"Казахстан","Акмолинская область","Кокшетау","320","293","0.115625","1.3875","00:01:20"
"Россия","Иркутская область","Не определено","320","234","0.096875","1.659375","00:02:12"
"Россия","Москва и Московская область","Клин","316","216","0.20253164556962028","1.3765822784810127","00:01:20"
"Таджикистан","Не определено","Душанбе","314","226","0.09872611464968153","1.464968152866242","00:01:29"
"Россия","Москва и Московская область","Коломна","311","227","0.13504823151125403","1.5337620578778135","00:01:47"
"Россия","Москва и Московская область","Воскресенск","308","136","0.09090909090909091","1.3409090909090908","00:01:08"
"Россия","Москва и Московская область","Реутов","302","170","0.09271523178807946","1.619205298013245","00:02:08"
"Великобритания","Не определено","Лондон","301","172","0.16611295681063123","1.4252491694352158","00:01:32"
"Россия","Москва и Московская область","Жуковский","301","171","0.1362126245847176","1.697674418604651","00:02:02"
"Россия","Оренбургская область","Не определено","299","217","0.10033444816053512","1.4648829431438126","00:01:31"
"Украина","Киевская область","Не определено","299","126","0.2408026755852843","1.3377926421404682","00:01:08"
"Чехия","Не определено","Прага","292","184","0.17465753424657535","1.6986301369863013","00:02:18"
"Россия","Архангельская область","Северодвинск","290","158","0.07931034482758621","1.3724137931034484","00:01:20"
"Нидерланды","Северная Голландия","Амстердам","286","221","0.16433566433566432","1.5419580419580419","00:01:39"
"Россия","Камчатский край","Петропавловск-Камчатский","283","239","0.07773851590106007","1.4381625441696113","00:01:17"
"Россия","Магаданская область","Магадан","282","194","0.09219858156028367","2.3865248226950353","00:02:00"
"Россия","Санкт-Петербург и Ленинградская область","Гатчина","281","155","0.13523131672597866","1.4377224199288257","00:01:26"
"Россия","Томская область","Северск","278","132","0.09352517985611511","1.6115107913669064","00:01:15"
"Украина","Донецкая область","Горловка","275","239","0.1709090909090909","1.4036363636363636","00:01:17"
"Украина","Полтавская область","Кременчуг","272","120","0.09191176470588236","1.2904411764705883","00:01:45"
"Россия","Москва и Московская область","Лыткарино","266","69","0.4323308270676691","1.281954887218045","00:00:57"
"Россия","Архангельская область","Не определено","264","228","0.09090909090909091","1.4356060606060606","00:01:19"
"Украина","Винницкая область","Винница","264","213","0.13257575757575757","1.4318181818181819","00:01:36"
"Россия","Республика Татарстан","Альметьевск","263","225","0.19011406844106463","1.6425855513307985","00:01:49"
"Россия","Красноярский край","Норильск","262","209","0.11832061068702289","1.6030534351145038","00:02:41"
"Россия","Кемеровская область (Кузбасс)","Не определено","261","214","0.1647509578544061","1.4482758620689655","00:01:27"
"Германия","Не определено","Берлин","257","148","0.16342412451361865","1.622568093385214","00:01:58"
"Россия","Республика Тыва","Кызыл","257","215","0.12840466926070038","1.424124513618677","00:01:17"
"Литва","Вильнюсский уезд","Вильнюс","256","194","0.15625","1.55078125","00:01:46"
"Россия","Москва и Московская область","Орехово-Зуево","256","154","0.08203125","1.4921875","00:01:43"
"Нидерланды","Не определено","Не определено","254","178","0.20078740157480315","1.358267716535433","00:01:10"
"Россия","Самарская область","Не определено","254","222","0.14173228346456693","1.3937007874015748","00:01:48"
"Россия","Волгоградская область","Камышин","249","69","0.0642570281124498","1.4819277108433735","00:01:34"
"Россия","Республика Алтай","Горно-Алтайск","248","170","0.10887096774193548","1.25","00:01:25"
"Россия","Хабаровский край","Не определено","248","172","0.125","1.9314516129032258","00:01:33"
"Украина","Ровенская область","Ровно","247","124","0.11336032388663968","1.3522267206477734","00:02:06"
"Россия","Ростовская область","Волгодонск","246","130","0.11382113821138211","1.6585365853658536","00:01:59"
"Россия","Красноярский край","Не определено","241","209","0.11618257261410787","1.2863070539419088","00:00:59"
"Россия","Ставропольский край","Не определено","240","179","0.14583333333333334","1.7458333333333333","00:01:45"
"Россия","Республика Крым","Ялта","235","158","0.0978723404255319","1.876595744680851","00:02:53"
"Россия","Хабаровский край","Комсомольск-на-Амуре","235","213","0.10212765957446807","1.451063829787234","00:01:07"
"Германия","Гессен","Эшборн","234","69","0.05982905982905983","1.329059829059829","00:01:53"
"Германия","Свободное государство Бавария","Мюнхен","233","122","0.21888412017167383","1.5708154506437768","00:03:17"
"Украина","Кировоградская область","Кропивницкий","233","170","0.15450643776824036","1.6180257510729614","00:01:54"
"Россия","Москва и Московская область","Дмитров","232","168","0.15086206896551724","1.5689655172413792","00:01:39"
"Россия","Краснодарский край","Новороссийск","231","187","0.12121212121212122","1.4588744588744589","00:01:43"
"Украина","Черкасская область","Черкассы","231","171","0.1645021645021645","1.6753246753246753","00:02:04"
"Россия","Челябинская область","Не определено","226","152","0.1415929203539823","1.7831858407079646","00:02:29"
"Россия","Алтайский край","Не определено","221","176","0.11312217194570136","1.5429864253393666","00:01:30"
"Россия","Москва и Московская область","Ногинск","217","156","0.12903225806451613","1.4976958525345623","00:01:46"
"Украина","Хмельницкая область","Хмельницкий","216","93","0.08333333333333331","1.6064814814814814","00:01:58"
"Латвия","Не определено","Елгава","215","143","0.45116279069767434","1.441860465116279","00:00:20"
"Россия","Калужская область","Обнинск","214","162","0.11214953271028037","1.5373831775700935","00:01:51"
"Россия","Кемеровская область (Кузбасс)","Прокопьевск","213","168","0.15023474178403756","1.6619718309859155","00:01:37"
"Россия","Иркутская область","Ангарск","209","170","0.11004784688995216","1.4832535885167464","00:01:14"
"Германия","Не определено","Гамбург","208","42","0.6634615384615384","1.3028846153846154","00:00:48"
"Казахстан","Алматинская область","Талдыкорган","207","181","0.13043478260869565","1.6521739130434783","00:01:17"
"Россия","Москва и Московская область","Пущино","207","31","0.014492753623188406","1.0434782608695652","00:00:24"
"Ирландия","Графство Дублин","Дублин","204","144","0.20098039215686275","1.142156862745098","00:01:08"
"Россия","Иркутская область","Братск","202","171","0.14356435643564355","1.6237623762376239","00:01:10"
"Россия","Республика Крым","Керчь","202","133","0.10891089108910892","1.3663366336633664","00:01:42"
"Израиль","Тель-Авивский АО","Тель-Авив","201","169","0.12935323383084577","1.671641791044776","00:02:03"
"Россия","Карачаево-Черкесская Республика","Черкесск","200","182","0.145","1.255","00:00:35"
"Украина","Житомирская область","Житомир","199","125","0.07035175879396985","1.8241206030150754","00:03:32"
"Украина","Донецкая область","Краматорск","196","138","0.15816326530612246","1.5357142857142858","00:01:30"
"Россия","Владимирская область","Ковров","190","94","0.12105263157894736","1.2947368421052632","00:01:17"
"Россия","Орловская область","Не определено","190","171","0.15789473684210525","1.3421052631578947","00:00:53"
"Украина","Черновицкая область","Черновцы","190","99","0.15789473684210525","1.7789473684210526","00:02:28"
"Россия","Москва и Московская область","Фрязино","189","120","0.10582010582010583","1.402116402116402","00:01:04"
"Россия","Москва и Московская область","Электросталь","187","133","0.1497326203208556","1.3315508021390374","00:00:53"
"Россия","Республика Коми","Не определено","183","123","0.1092896174863388","1.633879781420765","00:02:09"
"Россия","Калужская область","Малоярославец","182","23","0.027472527472527472","2.3131868131868134","00:03:05"
"Россия","Москва и Московская область","Ивантеевка","176","124","0.09090909090909091","1.3068181818181819","00:01:11"
"Россия","Белгородская область","Старый Оскол","175","155","0.1657142857142857","1.4342857142857144","00:01:20"
"Россия","Свердловская область","Каменск-Уральский","172","143","0.09302325581395349","1.9186046511627908","00:01:57"
"Россия","Ивановская область","Не определено","171","137","0.12280701754385964","1.5614035087719298","00:01:15"
"Россия","Республика Крым","Евпатория","171","148","0.17543859649122806","1.5380116959064327","00:01:07"
"Россия","Республика Башкортостан","Нефтекамск","166","145","0.14457831325301204","1.3313253012048192","00:00:45"
"Россия","Владимирская область","Не определено","165","107","0.12121212121212122","1.2727272727272727","00:00:52"
"Россия","Краснодарский край","Анапа","161","99","0.20496894409937888","1.3540372670807452","00:01:32"
"Россия","Вологодская область","Не определено","160","137","0.15","1.26875","00:01:07"
"Россия","Красноярский край","Ачинск","157","122","0.14012738853503184","1.821656050955414","00:02:04"
"Россия","Санкт-Петербург и Ленинградская область","Выборг","157","89","0.15286624203821655","1.3503184713375795","00:01:26"
"Таджикистан","Не определено","Не определено","157","146","0.267515923566879","1.2738853503184713","00:01:09"
"Россия","Республика Башкортостан","Туймазы","154","123","0.09740259740259742","1.6883116883116882","00:02:11"
"Казахстан","Кызылординская область","Кызылорда","149","116","0.1476510067114094","1.436241610738255","00:00:49"
"Китай","Не определено","Не определено","148","145","0.7297297297297297","1.0405405405405406","00:00:12"
"Туркменистан","Не определено","Ашхабад","147","111","0.047619047619047616","1.5578231292517006","00:02:02"
"Россия","Москва и Московская область","Звенигород","145","49","0.07586206896551724","1.282758620689655","00:03:13"
"Украина","Запорожская область","Бердянск","145","106","0.12413793103448276","2.013793103448276","00:02:14"
"Финляндия","Уусимаа","Хельсинки","145","97","0.14482758620689656","1.5241379310344827","00:02:17"
"Россия","Белгородская область","Не определено","144","85","0.1111111111111111","1.4444444444444444","00:01:42"
"Россия","Челябинская область","Златоуст","144","99","0.13194444444444445","1.3888888888888888","00:01:00"
"Великобритания","Не определено","Не определено","143","78","0.13986013986013987","1.3566433566433567","00:01:50"
"Россия","Калужская область","Не определено","143","101","0.1258741258741259","1.3916083916083917","00:01:12"
"Франция","Не определено","Париж","143","110","0.1958041958041958","1.6993006993006994","00:02:32"
"Россия","Краснодарский край","Армавир","142","134","0.16197183098591553","1.4577464788732395","00:01:13"
"Россия","Челябинская область","Миасс","142","87","0.1056338028169014","1.7746478873239437","00:03:02"
"Украина","Киевская область","Борисполь","142","55","0.15492957746478872","1.6549295774647887","00:02:53"
"Украина","Луганская область","Северодонецк","142","103","0.2042253521126761","1.9507042253521127","00:02:04"
"Беларусь","Брестская область","Пинск","141","95","0.0851063829787234","1.2836879432624113","00:01:20"
"Россия","Ямало-Ненецкий автономный округ","Новый Уренгой","141","114","0.10638297872340426","1.7304964539007093","00:01:40"
"Россия","Воронежская область","Не определено","140","102","0.15714285714285714","1.5071428571428571","00:01:45"
"Россия","Ярославская область","Рыбинск","140","106","0.15714285714285714","1.3642857142857143","00:00:46"
"Россия","Краснодарский край","Туапсе","139","53","0.08633093525179855","1.1366906474820144","00:01:05"
"Россия","Нижегородская область","Кстово","138","63","0.07246376811594203","1.3695652173913044","00:01:38"
"Россия","Санкт-Петербург и Ленинградская область","Сосновый Бор","136","76","0.13970588235294118","2.036764705882353","00:03:02"
