formalname_region,formalname_city,address,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,planned_demolition_date,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,alarm_document_date,year_alarm_document,date_alarm
Коми,Воркута,"Респ. Коми, г. Воркута, пер. Больничный, д. 1А",31.10.2005,Выведенный из эксплуатации,1959,1959,"Б8-50М, кирпичный",Многоквартирный дом,2,2,1,0,378,"348,8",0,"29,2",840,Не имеется,,,70,06.12.2010,,,Физический износ,,378,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2024,31.12.2023,12.09.2019,,,,31.12.2024,,,,14,"348,8",,,06.03.2019,2019,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Волынова, д. 3",24.10.2005,Эксплуатируемый,1964,1964,1р-447С,Многоквартирный дом,4,4,3,13,"2182,2","1509,8","524,8","147,6",1800,Не имеется,,,50,11.08.2010,Не заполнено,Не заполнено,Физический износ,,1622,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,23,"504,6",13,,,,,44,"1005,2",,,11.11.2019,2019,55
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Волынова, д. 5",24.10.2005,Эксплуатируемый,1964,1964,"1-335, крупнопанельный",Многоквартирный дом,5,5,3,19,"3049,8","2658,5","163,3",228,2227,Не имеется,,,44,12.08.2010,Не заполнено,Не заполнено,Физический износ,,1620,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,40,"951,8",19,,,,,74,"1706,7",,,11.11.2019,2019,55
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Волынова, д. 7",24.10.2005,Эксплуатируемый,1964,1964,"1-335, крупнопанельный",Многоквартирный дом,5,5,3,13,"3425,5","2666,1","531,4",228,1999,Не имеется,,,44,17.08.2010,Не заполнено,Не заполнено,Физический износ,,1618,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,44,"1015,3",13,,,,,68,"1650,8",,,11.11.2019,2019,55
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Волынова, д. 9",24.10.2005,Эксплуатируемый,1964,1964,1-335,Многоквартирный дом,5,5,4,29,"3908,2","3606,2",0,302,3642,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,1619,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,45,"1018,3",29,,,,,115,"2587,9",,,11.11.2019,2019,55
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Есенина, д. 4",28.10.2005,Выведенный из эксплуатации,1963,1963,1-335А,Многоквартирный дом,4,4,3,6,"2247,3","2070,9",0,"176,4",2128,Не имеется,,,65,09.12.2010,,,Физический износ,,2860,Имеется,,,,Не имеется,275,28.08.2013,Имеется,Снос,30.06.2019,31.12.2022,,22,"508,3",6,31.12.2023,,,,70,"1562,6",,,02.09.2013,2013,50
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Есенина, д. 6",28.10.2005,Выведенный из эксплуатации,1963,1963,"1-335, крупнопанельный",Многоквартирный дом,4,4,3,5,2725,"2049,3","506,5","169,2",2624,Не имеется,,,65,15.11.2010,,,Физический износ,,2860,Имеется,,,,Не имеется,276,28.08.2013,Имеется,Снос,30.06.2019,31.12.2022,,9,"206,5",5,31.12.2023,,,,83,"1842,8",,,02.09.2013,2013,50
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Есенина, д. 8",28.10.2005,Выведенный из эксплуатации,1964,1964,"1-335, панельный",Многоквартирный дом,4,4,3,3,"2340,6","1571,2","587,4",182,"826,8",Не имеется,,,45,25.06.2010,Не заполнено,Не заполнено,Физический износ,"заключение специализированной организации ООО ""Модулор""",358,Не имеется,"ООО ""Модулор""",1555-2017/р,20.02.2017,Не имеется,53,22.02.2017,Не имеется,Снос,30.06.2025,31.12.2024,,13,"303,5",3,31.12.2025,,,,56,"1267,7",0,"303,5",07.03.2017,2017,53
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Катаева, д. 32",28.10.2005,Эксплуатируемый,1992,1992,"1-335АУ, панельный",Многоквартирный дом,5,5,5,158,"5961,6","5258,1","62,1","641,4",,Не имеется,,,24,02.07.2010,Не заполнено,Не заполнено,Физический износ,,956,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,170,"4316,4",65,,,,,39,"941,7",,,19.06.2019,2019,27
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Катаева, д. 35",28.10.2005,Эксплуатируемый,1964,1964,1-335,Многоквартирный дом,4,4,3,47,"2733,2","2077,1","431,1",225,2907,Не имеется,,,55,10.11.2010,Не заполнено,Не заполнено,Физический износ,"заключение МКУ ""Технический контроль"" МО ГО ""Воркута"" от 20.06.2018 № 0006-2018",958,Имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0006-2018,20.06.2018,Не имеется,189,22.06.2018,Не имеется,Снос,30.06.2022,31.12.2021,,41,"931,7",39,30.06.2022,,,,51,"1145,4",,,03.07.2018,2018,54
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Катаева, д. 37",28.10.2005,Эксплуатируемый,1963,1963,"1-335, панельный",Многоквартирный дом,4,4,3,10,"2381,8","2123,8","26,5","231,5","659,5",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,"заключение МКУ ""Технический контроль"" МО ГО ""Воркута"" от 13.11.2018 № 0021-2018/т, заключение МВК от 16.11.2018 № 292",1652,Имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0021-2018/т,13.11.2018,Не имеется,292,16.11.2018,Не имеется,Снос,30.06.2022,31.12.2021,,27,"598,3",10,31.12.2022,,,,65,"1525,5",,,19.11.2018,2018,55
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Катаева, д. 39",28.10.2005,Выведенный из эксплуатации,1963,1963,1-335,Многоквартирный дом,4,4,3,11,"2283,7","2098,5",0,"185,2","662,2",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,"заключение специализированной организации ООО ""Модулор"" от 15.08.2017 № 1567/3-2017/р",192,Имеется,"ООО ""Модулор""",1567/3-2017/р,15.08.2017,Не имеется,209,01.09.2017,Не имеется,Снос,02.05.2021,02.11.2020,,24,"573,8",11,02.05.2021,,,,68,"1524,7",,,08.02.2018,2018,55
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Льва Толстого, д. 5",28.10.2005,Выведенный из эксплуатации,1967,1967,"1-335А, крупнопанельный",Многоквартирный дом,5,5,4,9,"3666,3",3335,"64,3",267,4244,Не имеется,,,50,21.05.2010,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 25.04.2017 № 1560-2017/р",1756,Имеется,"ООО ""Модулор""",1560-2017/р,25.04.2017,Не имеется,248,18.10.2017,Не имеется,Снос,30.06.2025,31.12.2024,,31,621,8,31.12.2025,,,,139,2714,0,621,27.10.2017,2017,50
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Льва Толстого, д. 7",28.10.2005,Выведенный из эксплуатации,1967,1967,1-335А,Многоквартирный дом,5,5,6,31,"6137,8","4822,2","904,6",411,,Не имеется,,,50,21.05.2010,Не заполнено,Не заполнено,Физический износ,"заключение МКУ ""Технический контроль"" от 26.12.2017 № 0003-2017",96,Не имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0003-2017,26.12.2017,Не имеется,25,10.01.2018,Не имеется,Снос,30.06.2025,31.12.2024,,69,"1424,4",26,31.12.2025,,,,155,"3397,8",0,"1424,4",25.01.2018,2018,51
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Льва Толстого, д. 9",28.10.2005,Выведенный из эксплуатации,1962,1962,"335А, крупнопанельный",Многоквартирный дом,5,5,4,9,"3751,8","3476,8",0,275,5292,Не имеется,,,50,21.05.2010,Не заполнено,Не заполнено,Физический износ,"ООО ""Модулор"" о техническом состоянии жилого дома",1755,Имеется,"ООО ""Модулор""",1560/1-2017/р,24.04.2017,Не имеется,249,18.10.2017,Не имеется,Снос,30.06.2025,31.12.2024,,21,"432,4",9,31.12.2025,,,,149,"3044,4",0,"432,4",27.10.2017,2017,55
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, ул. Льва Толстого, д. 13",28.10.2005,Выведенный из эксплуатации,1970,1970,"1-335А, крупнопанельный",Многоквартирный дом,5,5,4,9,"3952,2","3262,2",415,275,5973,Не имеется,,,40,07.10.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии жилого дома,1758,Не имеется,"ООО ""Модулор""",1560/2-2017/р,25.04.2017,Не имеется,250,18.10.2017,Не имеется,Снос,30.06.2025,31.12.2024,,39,"734,6",9,31.12.2025,,,,124,"2527,6",0,"734,6",27.10.2017,2017,47
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, пер. Юбилейный, д. 6 а",28.10.2005,Выведенный из эксплуатации,1967,1967,1-335А,Многоквартирный дом,5,5,6,20,"5217,4","4572,6","253,8",391,4257,Не имеется,,,41,27.08.2010,,,Физический износ,заключение,97,Не имеется,"МКУ ""Технический контроль""",0004-2017,27.12.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,47,"1016,5",20,31.12.2025,,,,169,"3556,1",,,25.01.2018,2018,51
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, пер. Юбилейный, д. 8",28.10.2005,Выведенный из эксплуатации,1968,1968,1-335А,Многоквартирный дом,5,5,4,27,"3655,9","3035,3","345,6",275,3240,Не имеется,,,41,21.08.2010,Не заполнено,Не заполнено,Иная,"заключение МКУ ""Технический контроль"" от 20.12.2017 № 0001-2017",2088,Не имеется,,,,Не имеется,,,Не имеется,Снос,20.06.2021,20.12.2020,,56,"1181,1",27,20.06.2021,,,,94,"1854,2",,,25.12.2017,2017,49
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, пер. Юбилейный, д. 8 а",28.10.2005,Выведенный из эксплуатации,1968,1968,1-335А,Многоквартирный дом,5,5,4,20,"3601,3","3334,3",0,267,4428,Не имеется,,,44,30.08.2010,,,Физический износ,"заключение МКУ ""Технический контроль"" от 21.12.2017 № 0002-2017",2090,Имеется,"МКУ ""Технический контроль""",0002-2017,21.12.2017,Не имеется,306,22.12.2017,Не имеется,Снос,20.06.2021,20.12.2020,,53,"1096,1",18,20.06.2021,,,,116,"2238,2",,,25.12.2017,2017,49
Коми,Воргашор,"Респ. Коми, г. Воркута, пгт. Воргашор, пер. Юбилейный, д. 12",28.10.2005,Выведенный из эксплуатации,1970,1970,"1-335А, крупнопанельный",Многоквартирный дом,5,5,6,32,6050,4486,"1021,6","542,4","1280,1",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,"заключение МКУ ""Технический контроль"" МО ГО ""Воркута"" от 17.09.2018 № 0013-2018/т, заключение МВК от 17.10.2018 № 254",1514,Имеется,"МКУ ""Технический контроль""",0013-2018/т,17.09.2018,Не имеется,254,17.10.2018,Не имеется,Снос,30.06.2025,31.12.2024,,51,"1162,1",32,31.12.2025,,,,165,"3323,9",,,29.10.2018,2018,48
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 1",02.11.2016,Эксплуатируемый,1992,1992,"А-420-11 УТС, сборно-щитовой",Многоквартирный дом,2,2,2,7,"724,2","646,6",,"77,6",428,Не имеется,,,53,06.07.2010,,,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома",56,Имеется,,,,Не имеется,267,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,6,"179,5",7,31.12.2023,,,,18,"467,1",,,16.01.2013,2013,21
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 2А",02.11.2016,Эксплуатируемый,1990,1990,"А-420-11 УТС, сборно-щитовой",Многоквартирный дом,1,1,1,2,"110,4","110,4",0,0,1952,Не имеется,,,51,06.07.2010,Деревянные,Иные,Физический износ,,56,Имеется,,,,Не имеется,265,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,1,"31,5",2,31.12.2023,,,,3,"78,9",0,"30,4",16.01.2013,2013,23
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 3",02.11.2016,Эксплуатируемый,1992,1992,"А-1992, сборно-щитовой",Многоквартирный дом,2,2,2,13,"724,7","647,1",0,"77,6",1691,Не имеется,,,51,06.07.2010,,,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии от 18.02.2006",56,Имеется,,,,Не имеется,268,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,10,286,13,31.12.2023,,,,18,"361,1",,,16.01.2013,2013,21
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 7",02.11.2016,Эксплуатируемый,1994,1994,"А-420-11 УТС, сборно-щитовой",Многоквартирный дом,2,2,2,21,"680,2","602,6",0,"77,6",1616,Не имеется,,,51,06.07.2010,Деревянные,Иные,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 18.02.2006",56,Имеется,,,,Не имеется,269,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,19,"458,1",21,31.12.2023,,,,5,"144,5",,,16.01.2013,2013,19
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 9",18.02.2006,Выведенный из эксплуатации,1995,1995,"420-11УТС, сборго-щитовой",Многоквартирный дом,2,2,2,1,"701,8","604,9",0,"96,9",2070,Не имеется,,,51,06.07.2010,Деревянные,Деревянные,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 18.02.2006",56,Имеется,,,,Не имеется,270,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,1,"32,3",1,31.12.2023,,,,23,"572,6",,,16.01.2013,2013,18
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Строителей, д. 11",02.11.2016,Выведенный из эксплуатации,1995,1995,"А-1995, сборно-щитовой",Многоквартирный дом,2,2,2,6,"862,9","769,9",0,93,1925,Не имеется,,,51,06.07.2010,Деревянные,Деревянные,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 18.02.2006",56,Имеется,,,,Не имеется,271,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,5,"115,4",6,31.12.2023,,,,25,"654,5",,,16.01.2013,2013,18
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Школьная, д. 1А",20.02.2007,Выведенный из эксплуатации,1987,1987,А-420-11УТС,Многоквартирный дом,1,1,1,3,153,153,0,0,210,Не имеется,,,51,08.07.2010,,,Физический износ,,56,Имеется,,,,Не имеется,264,26.12.2012,Имеется,Снос,30.06.2022,31.12.2022,,3,"50,6",1,31.12.2023,,,,6,"102,4",,,16.01.2013,2013,26
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Школьная, д. 14",22.07.2005,Эксплуатируемый,1968,1968,кирпичный,Многоквартирный дом,2,2,2,12,"510,6","449,2",0,"61,4",360,Не имеется,,,71,08.07.2010,Не заполнено,Не заполнено,Физический износ,,1376,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,17,"333,7",3,,,,,7,"115,5",,,18.09.2019,2019,51
Коми,Елецкий,"Респ. Коми, г. Воркута, пгт. Елецкий, ул. Школьная, д. 15",22.07.2005,Эксплуатируемый,1968,1968,1р447с,Многоквартирный дом,2,2,2,17,"501,3","438,2",0,"63,1","755,5",Не имеется,,,73,17.08.2003,Деревянные,Кирпич,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома",320,Имеется,,,,Не имеется,20,25.01.2012,Имеется,Снос,30.06.2023,31.12.2023,,18,"331,5",17,31.12.2024,,,,6,"106,7",,,03.04.2012,2012,44
Коми,Заполярный,"Респ. Коми, г. Воркута, пгт. Заполярный, ул. Красных Зорь, д. 6",26.10.2005,Эксплуатируемый,1966,1966,"1-335, панельный",Многоквартирный дом,5,5,4,40,"3637,7","3303,2","59,5",275,3417,Не имеется,,,55,04.05.2010,Не заполнено,Не заполнено,Физический износ,,935,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,76,1578,0,,3,59,0,86,"1666,2",,,17.06.2019,2019,53
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Комарова, д. 21",23.11.2005,Эксплуатируемый,1959,1959,"А-Ip-447C, кирпичный",Многоквартирный дом,2,2,1,15,"400,2","375,6",0,"24,6",862,Не имеется,,,75,06.12.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии жилого дома,1659,Не имеется,"ООО ""Модулор""",566/1-2017/р,03.08.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,16,"332,3",15,31.12.2025,,,,2,"43,3",,,11.10.2017,2017,58
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Комарова, д. 21А",21.11.2005,Эксплуатируемый,1957,1957,"1р-447С, кирпичный",Многоквартирный дом,2,2,1,22,"394,2","369,6",0,"24,6",1596,Не имеется,,,75,06.12.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии жилого дома,1655,Не имеется,"ООО ""Модулор""",1566/2-2017/р,03.08.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,16,"326,8",22,31.12.2025,,,,2,"42,8",,,11.10.2017,2017,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Комарова, д. 21б",21.11.2005,Эксплуатируемый,1959,1959,"1р-447С, кирпичный",Многоквартирный дом,2,2,1,10,"401,9","377,3",0,"24,6","1104,1",Не имеется,,,75,06.12.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии жилого дома,1656,Не имеется,"ООО ""Модулор""",1566/3-2017/р,03.08.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,8,"200,9",10,31.12.2025,,,,8,"176,4",,,11.10.2017,2017,58
Коми,Комсомольский,"Респ. Коми, г. Воркута, пгт. Комсомольский, ул. Свердлова, д. 4",25.10.2005,Выведенный из эксплуатации,1953,1953,"ТП-86, кирпичный",Многоквартирный дом,2,2,2,7,"865,9","808,7",0,"57,2",1573,Не имеется,,,67,12.11.2010,,,Физический износ,,56,Имеется,,,,Не имеется,263,26.12.2012,Имеется,Снос,30.06.2019,31.12.2023,,12,"351,5",7,31.12.2024,,,,18,"457,2",,,16.01.2013,2013,60
Коми,Комсомольский,"Респ. Коми, г. Воркута, пгт. Комсомольский, ул. Шахтинская, д. 5",25.10.2005,Эксплуатируемый,1976,1976,1-335А,Многоквартирный дом,5,5,8,78,"7270,8","6390,2","334,6",546,4165,Не имеется,,,35,04.06.2010,Не заполнено,Не заполнено,Физический износ,,1620,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,132,"2729,8",0,,,,,175,"3660,4",,,11.11.2019,2019,43
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленина, д. 20А",10.12.2010,Выведенный из эксплуатации,1956,1956,Б-8-50М брусчатый,Многоквартирный дом,2,2,1,5,"440,2","403,8",0,"36,4","252,7",Не имеется,,,54,10.12.2010,,,Физический износ,,320,Имеется,,,,Не имеется,255,23.12.2011,Имеется,Снос,30.06.2019,31.12.2021,,7,"153,6",5,31.12.2022,,,,11,"250,2",,,03.04.2012,2012,56
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленина, д. 22А",,Выведенный из эксплуатации,1956,1956,брусчатый,Многоквартирный дом,2,2,1,3,443,"409,2",0,"33,8",265,Не имеется,,,,,,,Физический износ,,940,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,5,111,3,31.12.2025,,,,13,"298,2",,,17.06.2019,2019,63
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленина, д. 22в",01.10.2008,Выведенный из эксплуатации,1959,1959,Б8-50М,Многоквартирный дом,2,2,1,6,434,"399,6",0,"34,4",,Не имеется,,,70,06.12.2010,Не заполнено,Не заполнено,Физический износ,заключение,2091,Не имеется,"ООО ""Модулор""",1578-2017/р,08.12.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,3,"61,7",6,31.12.2025,,,,15,"337,9",0,,25.12.2017,2017,58
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 10",31.10.2005,Выведенный из эксплуатации,1951,1951,Б-8-50М брусчатый,Многоквартирный дом,2,2,1,1,"360,7","329,7",0,31,1892,Не имеется,,,50,16.09.2010,Не заполнено,Не заполнено,Физический износ,,1403,Имеется,,,,Не имеется,146,11.07.2012,Имеется,Снос,30.06.2019,31.12.2021,,2,"37,4",1,31.12.2022,,,,16,"292,3",,,16.07.2012,2012,61
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 13",11.05.2004,Эксплуатируемый,1951,1951,"Б-8-50М, брусчатый",Многоквартирный дом,2,2,2,0,"630,5","570,5",0,60,1344,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 15.08.2017 № 1567/2-2017/р",1649,Не имеется,"ООО ""Модулор""",1567/2-2017/р,15.08.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,4,"74,4",0,31.12.2025,,,,28,"496,1",,,11.10.2017,2017,66
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 18",31.10.2005,Выведенный из эксплуатации,1952,1952,брусчатый,Многоквартирный дом,2,2,2,1,"660,2","594,2",0,66,1680,Не имеется,,,72,25.11.2010,,,Физический износ,,320,Имеется,,,,Не имеется,11,25.01.2012,Имеется,Снос,30.06.2019,31.12.2021,,3,"55,8",1,31.12.2022,,,,29,"538,4",,,03.04.2012,2012,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 19",11.05.2004,Выведенный из эксплуатации,1952,1952,брусчатый,Многоквартирный дом,2,2,2,2,"663,4","597,4",0,66,1328,Не имеется,,,72,25.11.2010,Не заполнено,Не заполнено,Физический износ,,320,Имеется,,,,Не имеется,12,25.01.2012,Имеется,Снос,30.06.2019,31.12.2021,,8,"153,1",2,31.12.2022,,,,24,"444,3",,,03.04.2012,2012,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 28А",31.10.2005,Выведенный из эксплуатации,1962,1962,Б-8-50-М брусчатый,Многоквартирный дом,2,2,2,5,"563,6",524,0,"39,6",1260,Не имеется,,,72,08.12.2010,,,Физический износ,,320,Имеется,,,,Не имеется,13,25.01.2012,Имеется,Снос,30.06.2019,31.12.2021,,3,"58,6",5,31.12.2022,,,,25,"465,4",,,03.04.2012,2012,50
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Ленинградская, д. 31",13.05.2004,Эксплуатируемый,1960,1960,брусчатый,Многоквартирный дом,2,2,2,9,"580,2","537,4",0,"42,8",1552,Не имеется,,,65,25.11.2010,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор""",1551,Имеется,"ООО ""Модулор""",1531-2016/р,16.08.2016,Имеется,321,12.09.2016,Имеется,Снос,30.06.2019,31.12.2023,,2,"37,9",2,31.12.2024,6,"107,1",7,20,"392,4","643,22",111,19.09.2016,2016,56
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 5",28.10.2005,Выведенный из эксплуатации,1955,1955,"ТП-86, кирпичный",Многоквартирный дом,2,2,2,2,"869,4","816,2",0,"53,2",1746,Не имеется,,,70,20.12.2010,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 23.06.2017 "" 1564-2017/р",1061,Не имеется,"ООО ""Модулор""",1564-2017/р,23.06.2017,Не имеется,179,30.06.2017,Не имеется,Снос,30.06.2025,31.12.2024,,3,"78,8",2,31.12.2025,,,,29,"737,4",0,228,04.07.2017,2017,62
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 5А",28.10.2005,Выведенный из эксплуатации,1955,1955,кирпичный ТП-86,Многоквартирный дом,2,2,2,0,"847,9","794,7",0,"53,2","563,5",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,165,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,18.08.2017,,,,31.12.2020,,,,31,"794,7",,,05.06.2017,2017,62
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 7",28.10.2005,Выведенный из эксплуатации,1955,1955,кирпичный,Многоквартирный дом,2,2,2,2,"865,6","806,4",0,"59,2","1699,5",Не имеется,,,70,20.12.2010,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 23.06.2017 № 1564/2-2017/р",1060,Не имеется,"ООО ""Модулор""",1564/2-2017/р,23.06.2017,Не имеется,180,30.06.2017,Не имеется,Снос,30.06.2025,31.12.2024,,8,"199,3",2,31.12.2025,,,,24,"607,1",0,"127,2",04.07.2017,2017,62
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 7А",28.10.2005,Выведенный из эксплуатации,1957,1957,кирпичный,Многоквартирный дом,2,2,2,1,"856,7","804,3",,"52,4","1530,4",Не имеется,,,70,10.12.2010,Не заполнено,Не заполнено,Физический износ,заключение о техническом состоянии жилого дома,1059,Не имеется,"ООО ""Модулор""",1564/3-2007/р,23.06.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,5,"130,5",1,31.12.2025,,,,27,"673,8",,,04.07.2017,2017,60
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 9",24.11.2005,Выведенный из эксплуатации,1954,1954,кирпичный ТП-86,Многоквартирный дом,2,2,2,2,"862,9","405,3","397,8","59,8","573,6",Не имеется,,,71,23.12.2010,Не заполнено,Не заполнено,Физический износ,"заключение ООО ""Модулор"" о техническом состоянии жилого дома от 03.03.2017 № 1553/1-2017/р",551,Не имеется,"ООО ""Модулор""",1553/1-2017/р,03.03.2017,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,3,68,2,31.12.2025,,,,13,"337,3",,,11.04.2017,2017,63
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 14",27.10.2005,Эксплуатируемый,1954,1954,ТП-86,Многоквартирный дом,2,2,2,7,"865,5","810,7",0,"54,8","563,4",Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,заключение специализированной организации о техническом состоянии,279,Не имеется,"МКУ ""Технический контроль"" МО ГО ""Воркута""",0005-2018,31.01.2018,Не имеется,41,02.02.2018,Не имеется,Снос,30.06.2025,31.12.2024,,5,"132,5",7,31.12.2025,,,,27,"678,2",0,"132,5",22.02.2018,2018,64
Коми,Воркута,"Респ. Коми, г. Воркута, ул. Лермонтова, д. 16",27.10.2005,Эксплуатируемый,1954,1954,,Многоквартирный дом,2,2,2,9,"882,8",824,0,"58,8",571,Не имеется,,,,,Не заполнено,Не заполнено,Физический износ,,934,Не имеется,,,,Не имеется,,,Не имеется,Снос,30.06.2025,31.12.2024,,13,"348,7",9,31.12.2025,,,,19,"475,3",,,17.06.2019,2019,65
