formalname_region,formalname_city,address,cadastral_registration_date,stage,built_year,exploitation_start_year,project_type,house_type,floor_count_max,floor_count_min,entrance_count,residents_count,area_total,area_residential,area_non_residential,area_common_property,area_land,monument_status,monument_document_date,monument_document_number,deterioration_total,determined_date,floor_type,wall_material,alarm_reason,alarm_reason_other,alarm_document_number,alarm_has_file,exp_name,exp_document_number,exp_document_date,exp_has_file,commission_document_number,commission_document_date,commission_has_file,further_use,decision_deadline_date,planned_resettlement_date,actual_resettlement_date,planned_rooms_count,planned_rooms_square,planned_ppl_count,planned_demolition_date,resettled_rooms_count,resettled_rooms_square,resettled_ppl_count,empty_rooms_count,empty_rooms_square,redemption_amount,planned_providing_area_square,alarm_document_date,year_alarm_document,date_alarm
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 82",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,1,1,1,30,"407,79","407,79",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,35,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.10.2016,01.10.2016,,,,30.10.2016,12,"407,79",30,,,"13914853,4","407,79",22.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 85",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,40,459,459,,,,Имеется,17.07.1986,426,65,,Не заполнено,Деревянные,Физический износ,,36,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.09.2017,01.09.2017,,,,01.10.2017,17,459,40,,,15154164,459,25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 86",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,13,"271,33","271,33",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,37,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.09.2017,01.09.2017,,,,01.10.2017,6,"231,43",11,,,"7963506,3","231,43",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 88",,Эксплуатируемый,1917,1917,,Многоквартирный дом,2,,1,25,"337,14","337,14",,,638,,,,65,,,Деревянные,Физический износ,,44,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.10.2016,,,,,30.10.2016,11,"278,19",26,,,"9544929,9","282,69",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 94",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,12,"343,2","343,2",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,38,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.09.2017,01.09.2017,,,,01.10.2017,6,"196,86",12,,,"6773952,6","196,86",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 96",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,9,"270,95","270,95",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,39,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.09.2017,01.09.2017,,,,01.10.2017,3,"135,55",10,,,"4664275,5","135,55",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 98",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,2,36,"479,82","479,82",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,40,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,30.09.2017,01.09.2017,,,,31.10.2017,11,"444,89",33,,,"15308664,9","444,89",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красная, д. 118",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,18,"546,5","546,5",,,,Не имеется,,,65,,Не заполнено,Деревянные,Физический износ,,32,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.10.2016,01.10.2016,,,,30.10.2016,10,"343,1",20,,,11806071,"343,1",24.11.2009,2009,92
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красноармейская, д. 51",04.04.2007,Эксплуатируемый,1917,1917,,Многоквартирный дом,2,2,2,15,"276,19","239,23","36,96",,2534,Не имеется,,,61,20.02.1986,Деревянные,Деревянные,Физический износ,,224,Имеется,"ООО ""горпроект""",-,30.03.2016,Имеется,3,11.05.2016,Имеется,Реконструкция с последующим переводом в нежилые помещения,,01.09.2025,,13,"239,23",15,31.12.2028,,,,,,,,12.05.2016,2016,99
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Красноармейская, д. 53",04.04.2007,Эксплуатируемый,1910,1910,,Многоквартирный дом,2,2,1,18,"272,89","272,89",0,0,2534,Не имеется,,,45,20.02.1986,Не заполнено,Не заполнено,Физический износ,,626,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,,12,"272,89",17,31.12.2025,,,,,,,,22.12.2017,2017,107
Вологодская,Кузино,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пгт. Кузино, ул. Полевая, д. 23",25.01.2006,Эксплуатируемый,1975,1975,,Многоквартирный дом,2,2,3,17,"502,8","502,8",0,,2209,Не имеется,,,100,,,,Пожар,,1,Не имеется,,,,Не имеется,1,27.05.2019,Не имеется,Снос,,01.12.2025,,17,"330,95",17,31.12.2025,7,"131,45",2,2,"40,4",,,27.05.2019,2019,44
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Луначарского, д. 21",04.04.2017,Эксплуатируемый,1917,1917,,Многоквартирный дом,2,2,2,15,"338,6","280,2","58,4",,1089,Не имеется,,,68,01.07.2013,Деревянные,Деревянные,Физический износ,,552,Имеется,"ООО ""Горпроект""",-,17.06.2015,Имеется,5,23.10.2015,Имеется,Реконструкция,,01.09.2025,,16,"280,2",15,31.12.2028,,,,,,,,30.10.2015,2015,98
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Луначарского, д. 51",19.07.1996,Эксплуатируемый,1937,1937,,Многоквартирный дом,2,2,1,33,"626,38","626,38",0,0,2699,Не имеется,,,66,12.04.1995,Не заполнено,Не заполнено,Физический износ,,719,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,33,"626,38",33,,,,,,,,,19.09.2019,2019,82
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Осипенко, д. 26",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,25,"343,51","343,51",,,2296,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,4,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.10.2016,01.10.2016,,,,30.10.2016,9,"343,51",28,,,"11820179,1","343,51",22.06.2010,2010,93
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Осипенко, д. 50",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,1,1,1,15,"189,9","189,9",,,,Имеется,17.07.1986,3500001389,65,,Не заполнено,Деревянные,Физический износ,,52,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,30.09.2017,01.09.2017,,,,31.10.2017,5,"189,9",14,,,6534459,"189,9",26.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Павла Покровского, д. 8",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,2,22,"238,71","238,71",,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,12,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,30.09.2017,31.12.2016,,,,31.10.2017,8,"238,71",21,,,"8214011,1","238,71",06.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Павла Покровского, д. 8а",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,1,4,213,213,,,,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,34,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,30.09.2017,01.09.2017,,,,31.10.2017,2,"72,8",4,,,2505048,"72,8",25.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Павла Покровского, д. 10а",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,1,1,1,1,"75,13","75,13",,,,Имеется,17.07.1986,426,65,,Не заполнено,Деревянные,Физический износ,,14,Не имеется,,,,Не имеется,,,Не имеется,Снос,,30.09.2017,01.09.2017,,,,31.10.2017,1,16,1,,,550560,16,06.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Павла Покровского, д. 15",04.04.2007,Эксплуатируемый,1961,1961,,Многоквартирный дом,2,2,1,30,"522,4","522,4",0,0,1020,Не имеется,,,39,23.06.1987,Не заполнено,Не заполнено,Физический износ,,655,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,24,"522,4",30,,,,,,,,,28.08.2019,2019,58
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Павла Покровского, д. 19",,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,2,14,"328,13","328,13",,,,Имеется,17.07.1986,426,65,,Не заполнено,Деревянные,Физический износ,,58,Не имеется,,,,Не имеется,,,Не имеется,Снос,,30.09.2017,01.09.2017,,,,31.10.2017,9,"273,03",14,,,"9394962,3","273,03",26.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Пролетарская 2-я, д. 39",,Выведенный из эксплуатации,1928,1928,,Многоквартирный дом,1,1,2,6,"89,4","89,4",,,,Не имеется,,,65,,Не заполнено,Деревянные,Физический износ,,24,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.10.2016,01.10.2016,,,,31.10.2016,1,"44,5",2,,,1531245,"44,5",14.10.2008,2008,80
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Пушкина, д. 8",,Эксплуатируемый,1902,1902,,Многоквартирный дом,1,1,2,4,"152,6",130,0,0,755,Не имеется,,,54,22.01.1996,Не заполнено,Не заполнено,Физический износ,,209,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,,5,130,4,01.12.2029,,,,,,,,22.03.2019,2019,117
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, проезд. РМЗ 2-й, д. 10",19.05.2010,Эксплуатируемый,1961,1961,,Многоквартирный дом,1,1,3,13,"370,1","264,8","105,3",,2355,Не имеется,,,65,28.06.2007,Деревянные,Деревянные,Физический износ,,345,Имеется,"ООО ""Горпроект""",-,26.06.2012,Имеется,3,05.07.2012,Имеется,Снос,,31.12.2020,12.12.2019,,,,31.12.2023,9,"264,8",13,,,,,10.07.2012,2012,51
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, проезд. РМЗ 3-й, д. 2",,Эксплуатируемый,1954,1954,,Многоквартирный дом,1,1,1,2,"39,7","39,7",,,,Не имеется,,,65,,Не заполнено,Деревянные,Физический износ,,26,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.09.2017,,,,,01.10.2017,1,"39,7",2,,,1366077,"39,7",14.10.2008,2008,54
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пр-кт. Советский, д. 61",01.01.2014,Выведенный из эксплуатации,1917,1917,,Многоквартирный дом,2,2,2,43,"536,1","536,1",,,540,Имеется,19.11.1993,623,65,,Не заполнено,Деревянные,Физический износ,,60,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.09.2017,01.09.2017,,,,01.10.2017,14,"536,1",39,,,18447201,"536,1",27.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пр-кт. Советский, д. 71а",,Эксплуатируемый,1917,1917,,Многоквартирный дом,,1,1,4,"50,8","50,8",,,,Не заполнено,,,65,,Не заполнено,Деревянные,Физический износ,,61,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,,0,0,0,,,,,,,,,27.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пр-кт. Советский, д. 163",03.04.2007,Эксплуатируемый,1917,1917,,Многоквартирный дом,2,2,1,15,"315,7","246,3","69,4",,836,Не имеется,,,67,17.05.2012,Деревянные,Деревянные,Физический износ,,22,Имеется,"ООО ""Горпроект""",-,05.09.2013,Имеется,1,27.01.2016,Имеется,Реконструкция с последующим переводом в нежилые помещения,,01.09.2025,,12,"246,3",15,31.12.2028,,,,,,,,28.01.2016,2016,99
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пр-кт. Советский, д. 167",,Эксплуатируемый,1917,1917,,Многоквартирный дом,2,2,2,18,"206,2","206,2",,,,Не имеется,,,52,15.11.1990,Не заполнено,Не заполнено,Физический износ,,78,Не имеется,,,,Не имеется,,,Не имеется,Снос,,,,10,"206,2",18,31.12.2025,,,,,,,,19.02.2018,2018,101
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, пр-кт. Советский, д. 201",02.03.1992,Эксплуатируемый,1917,1917,,Многоквартирный дом,1,1,2,11,"143,8","143,8",0,0,1265,Не имеется,,,67,17.05.2012,Деревянные,Деревянные,Физический износ,,53,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция с последующим переводом в нежилые помещения,,31.12.2025,,6,"143,8",11,31.12.2025,,,,,,,,13.02.2017,2017,100
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Шмидта, д. 1",,Эксплуатируемый,1917,1917,,Многоквартирный дом,,1,1,3,"181,79","181,79",,,,Не заполнено,,,65,,Не заполнено,Деревянные,Физический износ,,31,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,01.12.2015,,,,,31.12.2015,1,"34,69",3,,,"1193682,9","34,69",22.12.2006,2006,89
Вологодская,Великий Устюг,"обл. Вологодская, р-н. Великоустюгский, г. Великий Устюг, ул. Шмидта, д. 2",,Эксплуатируемый,1957,1957,,Многоквартирный дом,2,2,1,41,"391,6","391,6",0,0,1016,Не имеется,,,65,14.08.2017,Не заполнено,Не заполнено,Физический износ,,625,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.12.2025,,25,"391,6",41,31.12.2025,,,,,,,,22.12.2017,2017,60
Вологодская,Новатор,"обл. Вологодская, р-н. Великоустюгский, п. Новатор, ул. Советская, д. 58",26.01.2018,Эксплуатируемый,1980,1980,,Многоквартирный дом,1,1,1,25,"371,3","256,7","114,6",0,400,Не имеется,,,26,01.06.2011,Деревянные,Деревянные,Физический износ,,1461,Не имеется,,,,Не имеется,,,Не имеется,Реконструкция,,,,14,"205,2",25,31.12.2025,,,,4,"51,5",,,27.08.2018,2018,38
Вологодская,Полдарса,"обл. Вологодская, р-н. Великоустюгский, п. Полдарса, ул. Центральная, д. 15",,Выведенный из эксплуатации,1953,1953,,Многоквартирный дом,1,1,1,1,"76,2","76,2",,,,Не имеется,,,65,,Не заполнено,Деревянные,Физический износ,,30,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.09.2017,,,,,30.09.2017,1,"37,4",1,,,"1080695,99","37,4",13.08.2007,2007,54
Вологодская,Стрига,"обл. Вологодская, р-н. Великоустюгский, п. Стрига, д. 10",22.11.2010,Эксплуатируемый,1974,1974,,Многоквартирный дом,2,2,2,32,"459,8","459,8",0,0,2435,Не имеется,,,54,11.12.2006,Деревянные,Деревянные,Пожар,,654,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.12.2025,,23,"459,8",32,31.12.2020,,,,,,,,21.04.2015,2015,41
Вологодская,Сусоловка,"обл. Вологодская, р-н. Великоустюгский, п. Сусоловка, ул. Комсомольская, д. 10",,Эксплуатируемый,1952,1952,,Многоквартирный дом,1,1,2,3,"31,8","31,8",,,,Не имеется,,,70,,Не заполнено,Деревянные,Физический износ,,53,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.12.2015,,,,,31.12.2015,1,"31,8",3,,,"941044,68","31,8",25.12.2006,2006,54
Вологодская,Сусоловка,"обл. Вологодская, р-н. Великоустюгский, п. Сусоловка, ул. Комсомольская, д. 13",,Эксплуатируемый,1952,1952,,Многоквартирный дом,1,1,2,3,"58,5","58,5",,,,Не заполнено,,,70,,Не заполнено,Деревянные,Физический износ,,54,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.12.2015,,,,,31.12.2015,2,"58,5",3,,,"1731167,1","58,5",25.12.2006,2006,54
Вологодская,Сусоловка,"обл. Вологодская, р-н. Великоустюгский, п. Сусоловка, ул. Рабочая, д. 10",,Эксплуатируемый,1953,1953,,Многоквартирный дом,1,1,2,2,"80,1","80,1",,,,Не заполнено,,,73,,Не заполнено,Деревянные,Физический износ,,9,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.12.2015,,,,,31.12.2015,2,"80,1",2,,,"2425492,08","80,1",19.12.2006,2006,53
Вологодская,Усть-Алексеево,"обл. Вологодская, р-н. Великоустюгский, с. Усть-Алексеево, ул. Лаптева, д. 7",,Выведенный из эксплуатации,1940,1940,,Многоквартирный дом,2,2,2,20,535,535,,,,Не имеется,,,75,,Не заполнено,Деревянные,Физический износ,,3,Не имеется,,,,Не имеется,,,Не имеется,Снос,,01.09.2017,,,,,30.09.2017,7,"462,9",19,,,15732252,"457,2",15.11.2006,2006,66
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Заводская, д. 20",,Эксплуатируемый,,,,Многоквартирный дом,2,2,1,3,"93,7","93,7",,,,Не заполнено,,,,,,,Физический износ,,2,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,3,"93,7",3,,,,,,,,,22.02.2017,2017,
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Калинина, д. 1",,Эксплуатируемый,1970,1970,,Многоквартирный дом,1,1,2,7,"124,5","114,9",,"9,6",,Не имеется,,,65,,,,Физический износ,,241-Р,Имеется,"ООО ""ЭкспертСтрой""",02-20/01/5,21.12.2015,Имеется,17,25.12.2015,Имеется,Снос,,31.12.2020,,6,"114,9",2,18.11.2021,,,,,,,,31.12.2015,2015,45
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Луначарского, д. 20/9",,Эксплуатируемый,1905,1905,,Многоквартирный дом,2,1,1,9,"190,8","174,1",,"16,7",,Не заполнено,,,65,14.08.2015,,,Физический износ,,156-Р,Имеется,"ООО ""ЭкспертСтрой""",3-02-18/01/15,02.09.2015,Имеется,15,14.09.2015,Имеется,Снос,31.12.2019,31.12.2022,,5,"159,7",7,20.10.2020,,,,,,,"70,1",14.09.2015,2015,110
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Николаева, д. 2",,Эксплуатируемый,,,,Многоквартирный дом,2,2,1,4,"195,5","195,5",,,,Не заполнено,,,,,,,Физический износ,,1,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,21.03.2018,2018,
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Николаева, д. 4",,Эксплуатируемый,,,,Многоквартирный дом,2,2,1,21,"330,7","287,2",,,,Не заполнено,,,,,,,Физический износ,,3,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,27.06.2018,2018,
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Петухова, д. 3",,Эксплуатируемый,1930,1930,,Многоквартирный дом,2,1,2,16,430,"320,8","109,2","109,2",,Не заполнено,,,67,16.11.2016,,,Физический износ,,281-Р,Имеется,"ООО ""ЭкспертСтрой""",02-24/01/16,09.11.2016,Имеется,10,16.11.2016,Имеется,Снос,,31.12.2021,,15,"320,8",14,27.10.2021,,,,,,,,18.11.2016,2016,86
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Петухова, д. 18",,Эксплуатируемый,1884,1884,,Многоквартирный дом,2,1,2,20,"408,8","403,6",,,,Не имеется,,,65,,,,Физический износ,,55-р,Имеется,"ООО ""ЭкспертСтрой""",02-23/01/16,20.02.2016,Имеется,5,11.03.2016,Имеется,Снос,,31.12.2021,,19,"403,6",14,21.12.2021,,,,,,,,16.03.2016,2016,132
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Пионерская, д. 36",,Эксплуатируемый,1969,1969,,Многоквартирный дом,2,1,1,19,"358,5","332,9",,"25,6",,Не заполнено,,,67,07.09.2013,,,Физический износ,,51,Имеется,"ООО ""ЭкспертСтрой""",02-15/01/13,17.04.2013,Имеется,21,24.04.2013,Имеется,Снос,,31.12.2021,,18,"332,9",18,13.10.2020,,,,,,,,30.04.2013,2013,44
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Пионерская, д. 38",,Эксплуатируемый,1972,1972,,Многоквартирный дом,2,2,1,20,"344,3","318,7",,"25,6",,Не заполнено,,,65,09.09.2015,,,Физический износ,,156-р,Имеется,"ООО ""ЭкспертСтрой""",02-19/01/15,02.09.2015,Имеется,14,14.09.2015,Имеется,Снос,,31.12.2021,,18,"318,7",20,12.10.2020,,,,,,,,14.09.2015,2015,43
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Прибрежная, д. 24",,Эксплуатируемый,1972,1972,,Многоквартирный дом,1,1,1,7,"97,2","83,3",,"13,9",,Не заполнено,,,70,21.10.2012,,,Физический износ,,168,Имеется,"ООО ""ЭкспертСтрой""",02-14/01/13,01.11.2013,Имеется,23,13.11.2013,Имеется,Снос,,31.12.2021,,4,"83,3",7,30.09.2021,,,,,,,,19.11.2013,2013,41
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Свободы, д. 10",,Эксплуатируемый,1978,1978,,Многоквартирный дом,2,2,1,10,"198,8","175,2",,"23,6",,Не имеется,,,65,,,,Физический износ,,55-Р,Имеется,"ООО ""ЭкспертСтрой""",02-22/01/16,20.02.2016,Имеется,3,01.03.2016,Имеется,Снос,,31.12.2020,,10,"172,9",10,14.10.2020,,,,,,,,16.03.2016,2016,38
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Свободы, д. 11",,Эксплуатируемый,1870,1870,,Многоквартирный дом,,2,2,37,"845,9","632,9",,,,Не заполнено,,,69,,Не заполнено,Деревянные,Физический износ,,4,Не имеется,,,,Не имеется,,,Не имеется,Снос,,31.12.2015,,,,,31.12.2015,19,"632,9",37,,,"20692793,4","632,9",04.10.2006,2006,136
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Смидовича, д. 37",,Эксплуатируемый,1964,1964,,Многоквартирный дом,1,1,2,2,"79,9","79,9",,,,Не имеется,,,75,,,,Физический износ,,241-р,Имеется,"ООО ""ЭкспертСтрой""",02-21/01/15,21.12.2015,Имеется,18,25.12.2015,Имеется,Снос,,01.09.2025,,4,"79,9",2,30.11.2021,,,,,,,,31.12.2015,2015,51
Вологодская,Верховажье,"обл. Вологодская, р-н. Верховажский, с. Верховажье, ул. Стебенева, д. 36",,Эксплуатируемый,1860,1860,,Многоквартирный дом,2,2,1,16,"271,1","240,5",,"31,2",,Не заполнено,,,61,15.12.2014,,,Физический износ,,180,Имеется,"ООО""ЭкспертСтрой""",02-17/01/14,08.12.2014,Имеется,27,15.12.2014,Имеется,Снос,,31.12.2021,,10,"240,5",16,14.10.2020,,,,,,,,22.12.2014,2014,154
Вологодская,Пежма,"обл. Вологодская, р-н. Верховажский, п. Пежма, ул. Лесная, д. 11",,Эксплуатируемый,,,,Жилой дом блокированной застройки,1,1,1,,"80,6","80,6",,,,Не заполнено,,,,,,,Физический износ,,7,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,4,"81,2",4,,,,,,,,,24.05.2016,2016,
Вологодская,Теплый ручей,"обл. Вологодская, р-н. Верховажский, п. Теплый ручей, ул. Новая, д. 3",,Эксплуатируемый,1965,1965,,Многоквартирный дом,1,1,2,19,"186,8","163,3",,"23,5",,Не заполнено,,,60,08.12.2012,,,Физический износ,,168,Имеется,"ООО ""ЭкспертСтрой""",3-2-12/01/13,01.11.2013,Имеется,25,13.11.2013,Имеется,Снос,,31.12.2021,,8,"163,3",19,23.11.2021,,,,,,,,19.11.2013,2013,48
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Рабочая, д. 8",,Эксплуатируемый,1969,1969,,Многоквартирный дом,1,1,1,0,"123,6","123,6",,,,Не заполнено,,,,,,,Физический износ,,734,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,16.10.2017,2017,48
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Рабочая, д. 10",,Эксплуатируемый,1951,1951,,Многоквартирный дом,1,1,1,3,"102,6","85,6",,,,Не заполнено,,,,,,,Физический износ,,375,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,25.05.2017,2017,66
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Речная, д. 6",,Выведенный из эксплуатации,1977,1977,,Многоквартирный дом,1,1,1,0,"85,4","85,4",,,,Не заполнено,,,,,,,Физический износ,,371,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,25.05.2017,2017,40
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Речная, д. 8",,Выведенный из эксплуатации,1967,1967,,Многоквартирный дом,1,1,1,0,"81,5","81,5",,,,Не заполнено,,,,,,,Физический износ,,735,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,16.10.2017,2017,50
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Речная, д. 11",,Выведенный из эксплуатации,1963,1963,,Многоквартирный дом,1,1,1,0,"80,8","80,8",,,,Не заполнено,,,,,,,Физический износ,,736,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,16.10.2017,2017,54
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Советская, д. 12",,Выведенный из эксплуатации,1953,1954,,Многоквартирный дом,1,1,1,3,"114,6",2,,,,Не заполнено,,,,,,,Физический износ,,727,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,16.10.2017,2017,64
Вологодская,База,"обл. Вологодская, р-н. Вожегодский, п. База, ул. Советская, д. 22",,Выведенный из эксплуатации,1969,1969,,Многоквартирный дом,1,1,1,,"190,7","190,7",,,,Не заполнено,,,,,,,Пожар,,729,Не имеется,,,,Не имеется,,,Не имеется,Не заполнено,,,,,,,,,,,,,,,16.10.2017,2017,48
