stud_kod;predmet_name;ball;year;svid_status
50095;Русский язык;76;2013;Действительно
50095;Английский язык;94;2013;Действительно
50095;Математика;56;2013;Действительно
50095;Обществознание;70;2013;Действительно
50104;Русский язык;72;2013;Действительно
50104;Английский язык;77;2013;Действительно
50104;Математика;60;2013;Действительно
50104;Обществознание;67;2013;Действительно
50104;Физика;59;2013;Действительно
50137;Русский язык;84;2013;Действительно
50137;Английский язык;87;2013;Действительно
50137;Математика;68;2013;Действительно
50137;Обществознание;88;2013;Действительно
50139;Русский язык;84;2013;Действительно
50139;Английский язык;72;2013;Действительно
50139;Математика;74;2013;Действительно
50139;Обществознание;75;2013;Действительно
50139;История;70;2013;Действительно
50152;Русский язык;95;2013;Действительно
50152;Математика;48;2013;Действительно
50152;Обществознание;80;2013;Действительно
50172;Русский язык;71;2013;Действительно
50172;Математика;44;2013;Действительно
50172;Обществознание;70;2013;Действительно
50193;Русский язык;73;2013;Действительно
50193;Математика;72;2013;Действительно
50193;Обществознание;72;2013;Действительно
50205;Русский язык;79;2013;Действительно
50205;Математика;66;2013;Действительно
50205;Обществознание;71;2013;Действительно
50205;Физика;55;2013;Действительно
50209;Русский язык;92;2013;Действительно
50209;Английский язык;90;2013;Действительно
50209;Математика;79;2013;Действительно
50209;Обществознание;65;2013;Действительно
50220;Русский язык;87;2013;Действительно
50220;Математика;90;2013;Действительно
50220;Обществознание;83;2013;Действительно
50222;Русский язык;87;2013;Действительно
50222;Математика;81;2013;Действительно
50222;Обществознание;98;2013;Действительно
50226;Русский язык;65;2013;Действительно
50226;Математика;56;2013;Действительно
50226;Обществознание;78;2013;Действительно
50230;Русский язык;95;2013;Действительно
50230;Английский язык;92;2013;Действительно
50230;Математика;68;2013;Действительно
50230;Обществознание;72;2013;Действительно
50232;Русский язык;71;2013;Действительно
50232;Математика;68;2013;Действительно
50232;Обществознание;72;2013;Действительно
50239;Русский язык;73;2013;Действительно
50239;Английский язык;39;2013;Действительно
50239;Математика;40;2013;Действительно
50239;Обществознание;62;2013;Действительно
50247;Русский язык;100;2013;Действительно
50247;Английский язык;95;2013;Действительно
50247;Математика;79;2013;Действительно
50247;Обществознание;90;2013;Действительно
50248;Русский язык;71;2013;Действительно
50248;Математика;44;2013;Действительно
50248;Обществознание;58;2013;Действительно
50250;Русский язык;71;2013;Действительно
50250;Математика;60;2013;Действительно
50250;Обществознание;58;2013;Действительно
50280;Русский язык;67;2013;Действительно
50280;Математика;79;2013;Действительно
50280;Обществознание;90;2013;Действительно
50291;Русский язык;79;2013;Действительно
50291;Английский язык;89;2013;Действительно
50291;Математика;63;2013;Действительно
50291;Обществознание;67;2013;Действительно
50308;Русский язык;92;2013;Действительно
50308;Английский язык;100;2013;Действительно
50308;Математика;87;2013;Действительно
50308;Обществознание;93;2013;Действительно
50315;Русский язык;55;2012;Действительно
50315;Английский язык;72;2012;Действительно
50315;Математика;66;2012;Действительно
50315;Обществознание;59;2012;Действительно
50315;Физика;47;2012;Действительно
50336;Русский язык;69;2013;Действительно
50336;Математика;72;2013;Действительно
50336;Обществознание;69;2013;Действительно
50343;Русский язык;71;2013;Действительно
50343;Математика;44;2013;Действительно
50343;Обществознание;71;2013;Действительно
50343;Немецкий язык;89;2013;Действительно
50350;Русский язык;72;2013;Действительно
50350;Математика;68;2013;Действительно
50350;Обществознание;66;2013;Действительно
50379;Русский язык;70;2013;Действительно
50379;Английский язык;88;2013;Действительно
50379;Математика;60;2013;Действительно
50379;Обществознание;95;2013;Действительно
50481;Русский язык;95;2013;Действительно
50481;Математика;74;2013;Действительно
50481;Обществознание;93;2013;Действительно
50509;Русский язык;71;2013;Действительно
50509;Математика;72;2013;Действительно
50509;Обществознание;93;2013;Действительно
50513;Русский язык;69;2013;Действительно
50513;Математика;70;2013;Действительно
50513;Обществознание;65;2013;Действительно
50553;Русский язык;68;2013;Действительно
50553;Английский язык;89;2013;Действительно
50553;Математика;52;2013;Действительно
50553;Обществознание;64;2013;Действительно
50557;Русский язык;98;2013;Действительно
50557;Математика;77;2013;Действительно
50557;Обществознание;90;2013;Действительно
50559;Русский язык;68;2013;Действительно
50559;Английский язык;79;2013;Действительно
50559;Математика;60;2013;Действительно
50559;Обществознание;63;2013;Действительно
50563;Русский язык;76;2013;Действительно
50563;Английский язык;78;2013;Действительно
50563;Математика;60;2013;Действительно
50563;Обществознание;54;2013;Действительно
50563;История;52;2013;Действительно
50576;Русский язык;90;2013;Действительно
50576;Английский язык;72;2013;Действительно
50576;Математика;56;2013;Действительно
50576;Обществознание;69;2013;Действительно
50576;История;45;2013;Действительно
50610;Русский язык;100;2013;Действительно
50610;Английский язык;94;2013;Действительно
50610;Математика;94;2013;Действительно
50610;Обществознание;98;2013;Действительно
50619;Русский язык;61;2013;Действительно
50619;Математика;40;2013;Действительно
50619;Обществознание;62;2013;Действительно
50627;Русский язык;87;2013;Действительно
50627;Математика;79;2013;Действительно
50627;Обществознание;88;2013;Действительно
50636;Русский язык;73;2013;Действительно
50636;Математика;36;2013;Действительно
50636;География;85;2013;Действительно
50636;Обществознание;71;2013;Действительно
50655;Русский язык;71;2013;Действительно
50655;Английский язык;80;2013;Действительно
50655;Математика;70;2013;Действительно
50655;Обществознание;85;2013;Действительно
50659;Русский язык;84;2013;Действительно
50659;Английский язык;95;2013;Действительно
50659;Математика;70;2013;Действительно
50659;Обществознание;85;2013;Действительно
50662;Русский язык;63;2013;Действительно
50662;Математика;68;2013;Действительно
50662;Обществознание;57;2013;Действительно
50676;Русский язык;82;2013;Действительно
50676;Информатика и ИКТ;70;2013;Действительно
50676;Математика;77;2013;Действительно
50676;География;61;2013;Действительно
50676;Обществознание;65;2013;Действительно
50689;Русский язык;62;2013;Действительно
50689;Математика;60;2013;Действительно
50689;Обществознание;64;2013;Действительно
50689;Литература;44;2013;Действительно
50711;Русский язык;63;2013;Действительно
50711;Математика;79;2013;Действительно
50711;Обществознание;75;2013;Действительно
50712;Русский язык;71;2013;Действительно
50712;Математика;52;2013;Действительно
50712;Обществознание;69;2013;Действительно
50712;Французский язык;79;2013;Действительно
50720;Русский язык;72;2013;Действительно
50720;Английский язык;73;2013;Действительно
50720;Математика;77;2013;Действительно
50720;Обществознание;69;2013;Действительно
50724;Русский язык;68;2013;Действительно
50724;Математика;60;2013;Действительно
50724;Обществознание;78;2013;Действительно
50724;История;67;2013;Действительно
50726;Русский язык;63;2013;Действительно
50726;Математика;60;2013;Действительно
50726;Обществознание;75;2013;Действительно
50728;Русский язык;76;2013;Действительно
50728;Математика;56;2013;Действительно
50728;Обществознание;75;2013;Действительно
50744;Русский язык;100;2013;Действительно
50744;Английский язык;94;2013;Действительно
50744;Математика;60;2013;Действительно
50744;Обществознание;68;2013;Действительно
50748;Русский язык;95;2013;Действительно
50748;Математика;74;2013;Действительно
50748;Обществознание;80;2013;Действительно
50760;Русский язык;90;2013;Действительно
50760;Математика;77;2013;Действительно
50760;Обществознание;95;2013;Действительно
50763;Русский язык;70;2013;Действительно
50763;Английский язык;89;2013;Действительно
50763;Математика;68;2013;Действительно
50763;Обществознание;62;2013;Действительно
50768;Русский язык;82;2013;Действительно
50768;Английский язык;77;2013;Действительно
50768;Математика;56;2013;Действительно
50768;Обществознание;61;2013;Действительно
50787;Русский язык;68;2013;Действительно
50787;Математика;63;2013;Действительно
50787;Обществознание;69;2013;Действительно
50787;Физика;48;2013;Действительно
50820;Русский язык;90;2013;Действительно
50820;Математика;87;2013;Действительно
50820;Обществознание;100;2013;Действительно
50828;Русский язык;82;2013;Действительно
50828;Английский язык;88;2013;Действительно
50828;Математика;79;2013;Действительно
50828;Обществознание;85;2013;Действительно
50838;Русский язык;100;2013;Действительно
50838;Английский язык;93;2013;Действительно
50838;Математика;68;2013;Действительно
50838;Обществознание;78;2013;Действительно
50855;Русский язык;56;2013;Действительно
50855;Математика;48;2013;Действительно
50855;Обществознание;88;2013;Действительно
50862;Русский язык;82;2013;Действительно
50862;Английский язык;84;2013;Действительно
50862;Математика;56;2013;Действительно
50862;Обществознание;61;2013;Действительно
50867;Русский язык;87;2013;Действительно
50867;Английский язык;75;2013;Действительно
50867;Математика;60;2013;Действительно
50867;Обществознание;65;2013;Действительно
50888;Русский язык;70;2013;Действительно
50888;Математика;48;2013;Действительно
50888;Обществознание;88;2013;Действительно
50890;Русский язык;54;2013;Действительно
50890;Математика;56;2013;Действительно
50890;Обществознание;59;2013;Действительно
50904;Русский язык;62;2013;Действительно
50904;Математика;40;2013;Действительно
50904;Обществознание;52;2013;Действительно
50920;Русский язык;92;2013;Действительно
50920;Английский язык;90;2013;Действительно
50920;Математика;81;2013;Действительно
50920;Обществознание;80;2013;Действительно
50925;Русский язык;84;2013;Действительно
50925;Математика;63;2013;Действительно
50925;Обществознание;78;2013;Действительно
50926;Русский язык;69;2013;Действительно
50926;Английский язык;79;2013;Действительно
50926;Математика;74;2013;Действительно
50926;Обществознание;71;2013;Действительно
50928;Русский язык;72;2013;Действительно
50928;Математика;70;2013;Действительно
50928;Обществознание;68;2013;Действительно
50934;Русский язык;98;2013;Действительно
50934;Математика;92;2013;Действительно
50934;Обществознание;78;2013;Действительно
50939;Русский язык;79;2013;Действительно
50939;Математика;68;2013;Действительно
50939;Обществознание;71;2013;Действительно
50940;Русский язык;84;2013;Действительно
50940;Английский язык;78;2013;Действительно
50940;Математика;74;2013;Действительно
50940;Обществознание;71;2013;Действительно
51012;Русский язык;90;2013;Действительно
51012;Английский язык;79;2013;Действительно
51012;Математика;90;2013;Действительно
51012;Обществознание;72;2013;Действительно
51049;Русский язык;72;2013;Действительно
51049;Английский язык;67;2013;Действительно
51049;Математика;79;2013;Действительно
51049;Обществознание;67;2013;Действительно
51050;Русский язык;82;2013;Действительно
51050;Математика;60;2013;Действительно
51050;Обществознание;85;2013;Действительно
51073;Русский язык;60;2013;Действительно
51073;Математика;60;2013;Действительно
51073;Обществознание;67;2013;Действительно
51075;Русский язык;90;2013;Действительно
51075;Математика;72;2013;Действительно
51075;География;53;2013;Действительно
51075;Обществознание;90;2013;Действительно
51076;Русский язык;87;2013;Действительно
51076;Математика;56;2013;Действительно
51076;Обществознание;67;2013;Действительно
51092;Русский язык;87;2013;Действительно
51092;Математика;63;2013;Действительно
51092;Обществознание;71;2013;Действительно
51142;Русский язык;92;2013;Действительно
51142;Математика;77;2013;Действительно
51142;Обществознание;88;2013;Действительно
51142;История;69;2013;Действительно
51155;Русский язык;84;2013;Действительно
51155;Математика;60;2013;Действительно
51155;Обществознание;80;2013;Действительно
51161;Русский язык;62;2013;Действительно
51161;Математика;70;2013;Действительно
51161;Обществознание;58;2013;Действительно
51171;Русский язык;65;2013;Действительно
51171;Математика;56;2013;Действительно
51171;Обществознание;62;2013;Действительно
51172;Русский язык;92;2013;Действительно
51172;Математика;74;2013;Действительно
51172;Обществознание;83;2013;Действительно
51176;Русский язык;90;2013;Действительно
51176;Английский язык;60;2013;Действительно
51176;Математика;63;2013;Действительно
51176;Обществознание;80;2013;Действительно
51180;Русский язык;71;2012;Действительно
51180;Математика;56;2012;Действительно
51180;Обществознание;66;2012;Действительно
51213;Русский язык;76;2013;Действительно
51213;Математика;92;2013;Действительно
51213;Обществознание;80;2013;Действительно
51223;Русский язык;53;2013;Действительно
51223;Математика;66;2013;Действительно
51223;Обществознание;62;2013;Действительно
51224;Русский язык;76;2013;Действительно
51224;Математика;56;2013;Действительно
51224;Обществознание;59;2013;Действительно
51233;Русский язык;53;2013;Действительно
51233;Русский язык;70;2012;Действительно
51233;Информатика и ИКТ;84;2012;Действительно
51233;Математика;60;2013;Действительно
51233;Математика;56;2012;Действительно
51233;Обществознание;62;2013;Действительно
51233;Обществознание;50;2012;Действительно
51233;Физика;75;2012;Действительно
51237;Русский язык;87;2013;Действительно
51237;Математика;63;2013;Действительно
51237;Обществознание;71;2013;Действительно
51242;Русский язык;76;2013;Действительно
51242;Английский язык;60;2013;Действительно
51242;Математика;68;2013;Действительно
51242;Обществознание;61;2013;Действительно
51255;Русский язык;90;2013;Действительно
51255;Английский язык;95;2013;Действительно
51255;Математика;68;2013;Действительно
51255;Обществознание;75;2013;Действительно
51255;История;67;2013;Действительно
51262;Русский язык;84;2013;Действительно
51262;Математика;66;2013;Действительно
51262;Обществознание;98;2013;Действительно
51262;История;82;2013;Действительно
51281;Русский язык;69;2013;Действительно
51281;Английский язык;55;2013;Действительно
51281;Математика;66;2013;Действительно
51281;Обществознание;66;2013;Действительно
51299;Русский язык;92;2013;Действительно
51299;Английский язык;99;2013;Действительно
51299;Математика;72;2013;Действительно
51299;Обществознание;72;2013;Действительно
51306;Русский язык;72;2013;Действительно
51306;Математика;63;2013;Действительно
51306;Обществознание;65;2013;Действительно
51350;Русский язык;73;2013;Действительно
51350;Английский язык;78;2013;Действительно
51350;Математика;87;2013;Действительно
51350;Обществознание;98;2013;Действительно
51384;Русский язык;90;2013;Действительно
51384;Математика;56;2013;Действительно
51384;Обществознание;80;2013;Действительно
51387;Русский язык;60;2013;Действительно
51387;Английский язык;77;2013;Действительно
51387;Математика;70;2013;Действительно
51387;Обществознание;75;2013;Действительно
51390;Русский язык;66;2013;Действительно
51390;Математика;56;2013;Действительно
51390;Обществознание;57;2013;Действительно
51402;Русский язык;71;2013;Действительно
51402;Математика;44;2013;Действительно
51402;Обществознание;58;2013;Действительно
51402;Немецкий язык;42;2013;Действительно
51419;Русский язык;84;2013;Действительно
51419;Английский язык;79;2013;Действительно
51419;Математика;66;2013;Действительно
51419;Обществознание;85;2013;Действительно
51454;Русский язык;87;2013;Действительно
51454;Математика;83;2013;Действительно
51454;Обществознание;90;2013;Действительно
51472;Русский язык;48;2013;Действительно
51472;Английский язык;49;2013;Действительно
51472;Математика;60;2013;Действительно
51472;Обществознание;59;2013;Действительно
51472;История;54;2013;Действительно
51494;Русский язык;87;2013;Действительно
51494;Математика;83;2013;Действительно
51494;Обществознание;83;2013;Действительно
51495;Русский язык;62;2013;Действительно
51495;Математика;56;2013;Действительно
51495;Обществознание;68;2013;Действительно
51510;Русский язык;64;2013;Действительно
51510;Математика;48;2013;Действительно
51510;Обществознание;57;2013;Действительно
51578;Русский язык;52;2013;Действительно
51578;Английский язык;44;2013;Действительно
51578;Математика;36;2013;Действительно
51578;Обществознание;62;2013;Действительно
51586;Русский язык;79;2013;Действительно
51586;Математика;85;2013;Действительно
51586;Обществознание;68;2013;Действительно
51609;Русский язык;90;2013;Действительно
51609;Английский язык;90;2013;Действительно
51609;Математика;63;2013;Действительно
51609;Обществознание;78;2013;Действительно
51625;Русский язык;76;2013;Действительно
51625;Математика;63;2013;Действительно
51625;Обществознание;66;2013;Действительно
51639;Русский язык;70;2013;Действительно
51639;Математика;52;2013;Действительно
51639;Обществознание;83;2013;Действительно
51641;Русский язык;56;2013;Действительно
51641;Математика;74;2013;Действительно
51641;Обществознание;85;2013;Действительно
51642;Русский язык;68;2012;Действительно
51642;Русский язык;82;2013;Действительно
51642;Английский язык;60;2012;Действительно
51642;Английский язык;67;2013;Действительно
51642;Математика;56;2012;Действительно
51642;Математика;60;2013;Действительно
51642;Обществознание;68;2012;Действительно
51648;Русский язык;87;2013;Действительно
51648;Английский язык;94;2013;Действительно
51648;Математика;79;2013;Действительно
51648;Обществознание;95;2013;Действительно
51705;Русский язык;67;2013;Действительно
51705;Английский язык;80;2013;Действительно
51705;Математика;48;2013;Действительно
51705;Обществознание;78;2013;Действительно
51716;Русский язык;69;2013;Действительно
51716;Английский язык;89;2013;Действительно
51716;Математика;70;2013;Действительно
51716;Обществознание;83;2013;Действительно
51716;История;65;2013;Действительно
51726;Русский язык;84;2013;Действительно
51726;Английский язык;99;2013;Действительно
51726;Математика;60;2013;Действительно
51726;Обществознание;78;2013;Действительно
51729;Русский язык;79;2013;Действительно
51729;Английский язык;88;2013;Действительно
51729;Математика;70;2013;Действительно
51729;Обществознание;88;2013;Действительно
51731;Русский язык;84;2013;Действительно
51731;Английский язык;85;2013;Действительно
51731;Математика;74;2013;Действительно
51731;Обществознание;85;2013;Действительно
51731;Французский язык;83;2013;Действительно
51733;Русский язык;92;2013;Действительно
51733;Математика;83;2013;Действительно
51733;Обществознание;93;2013;Действительно
51733;Физика;88;2013;Действительно
51782;Русский язык;76;2013;Действительно
51782;Английский язык;37;2013;Действительно
51782;Математика;74;2013;Действительно
51782;Обществознание;88;2013;Действительно
51782;Физика;53;2013;Действительно
51783;Русский язык;82;2013;Действительно
51783;Английский язык;80;2013;Действительно
51783;Математика;60;2013;Действительно
51783;Обществознание;88;2013;Действительно
51783;История;91;2013;Действительно
51789;Русский язык;84;2013;Действительно
51789;Математика;70;2013;Действительно
51789;Обществознание;71;2013;Действительно
51789;Немецкий язык;50;2013;Действительно
51799;Русский язык;71;2013;Действительно
51799;Английский язык;47;2013;Действительно
51799;Математика;63;2013;Действительно
51799;Обществознание;70;2013;Действительно
51848;Русский язык;90;2013;Действительно
51848;Математика;72;2013;Действительно
51848;Обществознание;100;2013;Действительно
51861;Русский язык;82;2013;Действительно
51861;Математика;60;2013;Действительно
51861;Обществознание;67;2013;Действительно
51870;Русский язык;49;2013;Действительно
51870;Английский язык;75;2013;Действительно
51870;Математика;44;2013;Действительно
51870;Обществознание;75;2013;Действительно
51884;Русский язык;59;2013;Действительно
51884;Математика;48;2013;Действительно
51884;Обществознание;85;2013;Действительно
51896;Русский язык;76;2013;Действительно
51896;Математика;83;2013;Действительно
51896;Обществознание;88;2013;Действительно
51919;Русский язык;69;2013;Действительно
51919;Математика;66;2013;Действительно
51919;Обществознание;58;2013;Действительно
51931;Русский язык;69;2013;Действительно
51931;Математика;87;2013;Действительно
51931;Обществознание;83;2013;Действительно
51931;Немецкий язык;52;2013;Действительно
51944;Русский язык;87;2013;Действительно
51944;Английский язык;99;2013;Действительно
51944;Математика;56;2013;Действительно
51944;Обществознание;72;2013;Действительно
51953;Русский язык;92;2013;Действительно
51953;Математика;68;2013;Действительно
51953;Обществознание;78;2013;Действительно
51953;Немецкий язык;74;2013;Действительно
51968;Русский язык;72;2013;Действительно
51968;Английский язык;84;2013;Действительно
51968;Математика;70;2013;Действительно
51968;Обществознание;67;2013;Действительно
51969;Русский язык;84;2013;Действительно
51969;Математика;77;2013;Действительно
51969;Обществознание;93;2013;Действительно
51969;Физика;62;2013;Действительно
51977;Русский язык;61;2013;Действительно
51977;Математика;60;2013;Действительно
51977;Обществознание;64;2013;Действительно
51977;Физика;36;2013;Действительно
51991;Русский язык;72;2013;Действительно
51991;Математика;72;2013;Действительно
51991;Обществознание;95;2013;Действительно
51991;Физика;62;2013;Действительно
51999;Русский язык;67;2013;Действительно
51999;Английский язык;57;2013;Действительно
51999;Математика;56;2013;Действительно
51999;Обществознание;70;2013;Действительно
52037;Русский язык;82;2013;Действительно
52037;Английский язык;74;2013;Действительно
52037;Математика;72;2013;Действительно
52037;Обществознание;83;2013;Действительно
52064;Русский язык;76;2013;Действительно
52064;Математика;44;2013;Действительно
52064;Обществознание;55;2013;Действительно
52089;Русский язык;90;2013;Действительно
52089;Математика;74;2013;Действительно
52089;Обществознание;93;2013;Действительно
52106;Русский язык;66;2013;Действительно
52106;Английский язык;68;2013;Действительно
52106;Математика;63;2013;Действительно
52106;Обществознание;80;2013;Действительно
52151;Русский язык;67;2013;Действительно
52151;Английский язык;88;2013;Действительно
52151;Математика;52;2013;Действительно
52151;Обществознание;69;2013;Действительно
52155;Русский язык;69;2013;Действительно
52155;Математика;68;2013;Действительно
52155;Обществознание;78;2013;Действительно
52170;Русский язык;76;2013;Действительно
52170;Английский язык;93;2013;Действительно
52170;Математика;68;2013;Действительно
52170;Обществознание;78;2013;Действительно
52180;Русский язык;68;2013;Действительно
52180;Математика;52;2013;Действительно
52180;Обществознание;70;2013;Действительно
52191;Русский язык;69;2013;Действительно
52191;Английский язык;65;2013;Действительно
52191;Математика;60;2013;Действительно
52191;Обществознание;69;2013;Действительно
52214;Русский язык;51;2013;Действительно
52214;Математика;36;2013;Действительно
52214;Обществознание;59;2013;Действительно
52214;История;44;2013;Действительно
52238;Русский язык;68;2013;Действительно
52238;Математика;66;2013;Действительно
52238;Обществознание;78;2013;Действительно
52239;Русский язык;76;2013;Действительно
52239;Английский язык;87;2013;Действительно
52239;Математика;74;2013;Действительно
52239;Обществознание;64;2013;Действительно
52273;Русский язык;53;2013;Действительно
52273;Математика;36;2013;Действительно
52273;Обществознание;52;2013;Действительно
52285;Русский язык;64;2013;Действительно
52285;Математика;60;2013;Действительно
52285;Обществознание;62;2013;Действительно
52291;Русский язык;82;2013;Действительно
52291;Математика;66;2013;Действительно
52291;Обществознание;71;2013;Действительно
52303;Русский язык;59;2013;Действительно
52303;Математика;48;2013;Действительно
52303;Обществознание;65;2013;Действительно
52303;Физика;45;2013;Действительно
52303;Биология;70;2013;Действительно
52369;Русский язык;79;2013;Действительно
52369;Математика;63;2013;Действительно
52369;Обществознание;62;2013;Действительно
52378;Русский язык;87;2013;Действительно
52378;Английский язык;84;2013;Действительно
52378;Математика;87;2013;Действительно
52378;Обществознание;88;2013;Действительно
52406;Русский язык;66;2013;Действительно
52406;Английский язык;87;2013;Действительно
52406;Математика;60;2013;Действительно
52406;Обществознание;93;2013;Действительно
52429;Русский язык;73;2013;Действительно
52429;Английский язык;93;2013;Действительно
52429;Математика;40;2013;Действительно
52429;Обществознание;80;2013;Действительно
52436;Русский язык;72;2013;Действительно
52436;Математика;60;2013;Действительно
52436;Обществознание;90;2013;Действительно
52442;Русский язык;70;2013;Действительно
52442;Английский язык;39;2013;Действительно
52442;Математика;56;2013;Действительно
52442;Обществознание;68;2013;Действительно
52445;Русский язык;76;2013;Действительно
52445;Математика;52;2013;Действительно
52445;Обществознание;62;2013;Действительно
52501;Русский язык;76;2013;Действительно
52501;Английский язык;83;2013;Действительно
52501;Математика;72;2013;Действительно
52501;Обществознание;60;2013;Действительно
52525;Русский язык;61;2013;Действительно
52525;Математика;36;2013;Действительно
52525;Обществознание;54;2013;Действительно
52617;Русский язык;68;2013;Действительно
52617;Английский язык;52;2013;Действительно
52617;Математика;56;2013;Действительно
52617;Обществознание;59;2013;Действительно
52630;Русский язык;79;2013;Действительно
52630;Английский язык;83;2013;Действительно
52630;Математика;72;2013;Действительно
52630;Обществознание;78;2013;Действительно
52649;Русский язык;87;2013;Действительно
52649;Математика;68;2013;Действительно
52649;Обществознание;98;2013;Действительно
52661;Русский язык;64;2013;Действительно
52661;Математика;60;2013;Действительно
52661;Обществознание;60;2013;Действительно
52676;Русский язык;66;2013;Действительно
52676;Английский язык;93;2013;Действительно
52676;Математика;52;2013;Действительно
52676;Обществознание;65;2013;Действительно
52680;Русский язык;63;2013;Действительно
52680;Английский язык;85;2013;Действительно
52680;Математика;66;2013;Действительно
52680;Обществознание;53;2013;Действительно
52685;Русский язык;95;2013;Действительно
52685;Математика;85;2013;Действительно
52685;Обществознание;80;2013;Действительно
52685;Физика;77;2013;Действительно
52690;Русский язык;87;2013;Действительно
52690;Английский язык;67;2013;Действительно
52690;Математика;74;2013;Действительно
52690;Обществознание;72;2013;Действительно
52690;История;61;2013;Действительно
52691;Русский язык;84;2013;Действительно
52691;Математика;66;2013;Действительно
52691;Обществознание;78;2013;Действительно
52700;Русский язык;73;2013;Действительно
52700;Математика;70;2013;Действительно
52700;Обществознание;71;2013;Действительно
52702;Русский язык;82;2013;Действительно
52702;Математика;56;2013;Действительно
52702;Обществознание;80;2013;Действительно
52706;Русский язык;60;2013;Действительно
52706;Математика;56;2013;Действительно
52706;Обществознание;67;2013;Действительно
52721;Русский язык;69;2013;Действительно
52721;Информатика и ИКТ;67;2013;Действительно
52721;Математика;60;2013;Действительно
52721;Обществознание;61;2013;Действительно
52735;Русский язык;65;2013;Действительно
52735;Математика;40;2013;Действительно
52735;Обществознание;54;2013;Действительно
52743;Русский язык;73;2013;Действительно
52743;Математика;63;2013;Действительно
52743;Обществознание;58;2013;Действительно
52756;Русский язык;87;2013;Действительно
52756;Математика;74;2013;Действительно
52756;Обществознание;90;2013;Действительно
52783;Русский язык;100;2013;Действительно
52783;Математика;77;2013;Действительно
52783;Обществознание;80;2013;Действительно
52795;Русский язык;70;2013;Действительно
52795;Математика;63;2013;Действительно
52795;Обществознание;71;2013;Действительно
52795;Физика;41;2013;Действительно
52795;История;58;2013;Действительно
52803;Русский язык;92;2013;Действительно
52803;Английский язык;42;2013;Действительно
52803;Математика;68;2013;Действительно
52803;Обществознание;65;2013;Действительно
52803;История;51;2013;Действительно
52816;Русский язык;65;2013;Действительно
52816;Английский язык;69;2013;Действительно
