stud_kod;predmet_name;ball;year;svid_status
474154;Русский язык;76;2015;Действующий
474154;Математика;70;2015;Действующий
474154;Обществознание;67;2015;Действующий
474154;Сочинение;1;2015;Действующий
474206;Русский язык;84;2015;Действующий
474206;Математика;55;2015;Действующий
474206;Обществознание;63;2015;Действующий
474206;Сочинение;1;2015;Действующий
474214;Русский язык;82;2015;Действующий
474214;Математика;68;2015;Действующий
474214;Обществознание;69;2015;Действующий
474214;Сочинение;1;2015;Действующий
474266;Русский язык;90;2015;Действующий
474266;Английский язык;79;2015;Действующий
474266;Математика;59;2015;Действующий
474266;География;73;2015;Действующий
474266;Обществознание;90;2015;Действующий
474266;История;49;2015;Действующий
474266;Сочинение;1;2015;Действующий
474276;Русский язык;70;2015;Действующий
474276;Математика;64;2015;Действующий
474276;Обществознание;74;2015;Действующий
474276;История;54;2015;Действующий
474276;Сочинение;1;2015;Действующий
474282;Русский язык;64;2015;Действующий
474282;Математика;50;2015;Действующий
474282;Обществознание;70;2015;Действующий
474282;Сочинение;1;2015;Действующий
474306;Русский язык;84;2015;Действующий
474306;Математика;82;2015;Действующий
474306;Обществознание;84;2015;Действующий
474306;Сочинение;1;2015;Действующий
474313;Русский язык;95;2015;Действующий
474313;Математика;74;2015;Действующий
474313;Обществознание;72;2015;Действующий
474313;История;61;2015;Действующий
474313;Сочинение;1;2015;Действующий
474316;Русский язык;84;2015;Действующий
474316;Математика;72;2015;Действующий
474316;Обществознание;76;2015;Действующий
474316;Физика;55;2015;Действующий
474316;Сочинение;1;2015;Действующий
474323;Русский язык;79;2015;Действующий
474323;Математика;70;2015;Действующий
474323;Обществознание;64;2015;Действующий
474323;Сочинение;1;2015;Действующий
474331;Русский язык;76;2015;Действующий
474331;Английский язык;74;2015;Действующий
474331;Математика;72;2015;Действующий
474331;Обществознание;71;2015;Действующий
474331;Сочинение;1;2015;Действующий
474365;Русский язык;87;2015;Действующий
474365;Математика;76;2015;Действующий
474365;Обществознание;76;2015;Действующий
474365;Сочинение;1;2015;Действующий
474386;Русский язык;59;2015;Действующий
474386;Математика;0;2015;Аннулирован с правом пересдачи
474386;Математика;50;2015;Действующий
474386;Обществознание;65;2015;Действующий
474386;Сочинение;1;2015;Действующий
474455;Русский язык;67;2015;Действующий
474455;Английский язык;56;2015;Действующий
474455;Математика;68;2015;Действующий
474455;Обществознание;66;2015;Действующий
474455;Сочинение;1;2015;Действующий
474499;Русский язык;82;2015;Действующий
474499;Математика;59;2015;Действующий
474499;Обществознание;64;2015;Действующий
474499;Сочинение;1;2015;Действующий
474599;Русский язык;79;2015;Действующий
474599;Английский язык;63;2015;Действующий
474599;Математика;59;2015;Действующий
474599;Обществознание;74;2015;Действующий
474599;Сочинение;1;2015;Действующий
474652;Русский язык;76;2015;Действующий
474652;Математика;0;2015;Аннулирован с правом пересдачи
474652;Математика;59;2015;Действующий
474652;Обществознание;71;2015;Действующий
474652;Сочинение;1;2015;Действующий
474709;Русский язык;84;2015;Действующий
474709;Английский язык;55;2015;Действующий
474709;Математика;64;2015;Действующий
474709;Обществознание;67;2015;Действующий
474709;Сочинение;1;2015;Действующий
474763;Русский язык;92;2015;Действующий
474763;Математика;70;2015;Действующий
474763;Обществознание;86;2015;Действующий
474763;Немецкий язык;50;2015;Действующий
474763;Сочинение;1;2015;Действующий
474884;Русский язык;98;2015;Действующий
474884;Английский язык;56;2015;Действующий
474884;Математика;74;2015;Действующий
474884;Обществознание;84;2015;Действующий
474884;Литература;69;2015;Действующий
474884;История;61;2015;Действующий
474884;Сочинение;1;2015;Действующий
474889;Русский язык;70;2015;Действующий
474889;Математика;82;2015;Действующий
474889;Обществознание;94;2015;Действующий
474889;Сочинение;1;2015;Действующий
474951;Русский язык;95;2015;Действующий
474951;Английский язык;73;2015;Действующий
474951;Математика;76;2015;Действующий
474951;Обществознание;92;2015;Действующий
474951;Сочинение;1;2015;Действующий
474970;Русский язык;67;2015;Действующий
474970;Математика;55;2015;Действующий
474970;Обществознание;59;2015;Действующий
474970;Сочинение;1;2015;Действующий
474988;Русский язык;95;2015;Действующий
474988;Математика;82;2015;Действующий
474988;Обществознание;71;2015;Действующий
474988;История;82;2015;Действующий
474988;Сочинение;1;2015;Действующий
475015;Русский язык;95;2015;Действующий
475015;Английский язык;79;2015;Действующий
475015;Математика;80;2015;Действующий
475015;Обществознание;86;2015;Действующий
475015;Сочинение;1;2015;Действующий
475073;Русский язык;92;2015;Действующий
475073;Английский язык;78;2015;Действующий
475073;Математика;72;2015;Действующий
475073;Обществознание;82;2015;Действующий
475073;Сочинение;1;2015;Действующий
475137;Русский язык;61;2015;Действующий
475137;Математика;33;2015;Действующий
475137;Обществознание;46;2015;Действующий
475137;Сочинение;1;2015;Действующий
475182;Русский язык;87;2015;Действующий
475182;Математика;72;2015;Действующий
475182;Обществознание;66;2015;Действующий
475182;Сочинение;1;2015;Действующий
475258;Русский язык;92;2015;Действующий
475258;Английский язык;83;2015;Действующий
475258;Математика;72;2015;Действующий
475258;Обществознание;72;2015;Действующий
475258;Сочинение;1;2015;Действующий
475282;Русский язык;79;2015;Действующий
475282;Английский язык;68;2015;Действующий
475282;Математика;59;2015;Действующий
475282;Обществознание;82;2015;Действующий
475282;Сочинение;1;2015;Действующий
475308;Русский язык;90;2015;Действующий
475308;Математика;55;2015;Действующий
475308;Обществознание;68;2015;Действующий
475308;Сочинение;1;2015;Действующий
475332;Русский язык;92;2015;Действующий
475332;Математика;78;2015;Действующий
475332;Обществознание;90;2015;Действующий
475341;Русский язык;92;2015;Действующий
475341;Английский язык;86;2015;Действующий
475341;Математика;72;2015;Действующий
475341;Обществознание;88;2015;Действующий
475341;Сочинение;1;2015;Действующий
475427;Русский язык;82;2015;Действующий
475427;Математика;72;2015;Действующий
475427;Обществознание;66;2015;Действующий
475427;Сочинение;1;2015;Действующий
475463;Русский язык;76;2015;Действующий
475463;Математика;50;2015;Действующий
475463;Обществознание;64;2015;Действующий
475463;Сочинение;1;2015;Действующий
475494;Русский язык;92;2015;Действующий
475494;Математика;70;2015;Действующий
475494;Обществознание;78;2015;Действующий
475494;Сочинение;1;2015;Действующий
475497;Русский язык;95;2015;Действующий
475497;Математика;74;2015;Действующий
475497;Обществознание;82;2015;Действующий
475497;Сочинение;1;2015;Действующий
475530;Русский язык;70;2015;Действующий
475530;Математика;45;2015;Действующий
475530;Обществознание;76;2015;Действующий
475530;История;82;2015;Действующий
475530;Сочинение;1;2015;Действующий
475562;Русский язык;73;2015;Действующий
475562;Английский язык;54;2015;Действующий
475562;Математика;55;2015;Действующий
475562;Обществознание;71;2015;Действующий
475562;Сочинение;1;2015;Действующий
475728;Русский язык;64;2015;Действующий
475728;Математика;50;2015;Действующий
475728;Обществознание;51;2015;Действующий
475728;Сочинение;1;2015;Действующий
475743;Русский язык;98;2015;Действующий
475743;Математика;70;2015;Действующий
475743;Обществознание;71;2015;Действующий
475743;Сочинение;1;2015;Действующий
475784;Русский язык;65;2015;Действующий
475784;Английский язык;50;2015;Действующий
475784;Математика;55;2015;Действующий
475784;Обществознание;57;2015;Действующий
475784;Сочинение;1;2015;Действующий
475928;Русский язык;79;2015;Действующий
475928;Английский язык;55;2015;Действующий
475928;Математика;55;2015;Действующий
475928;Обществознание;56;2015;Действующий
475928;Сочинение;1;2015;Действующий
475948;Русский язык;98;2015;Действующий
475948;Математика;76;2015;Действующий
475948;Обществознание;86;2015;Действующий
475948;Физика;57;2015;Действующий
475948;Сочинение;1;2015;Действующий
476162;Русский язык;87;2015;Действующий
476162;Английский язык;56;2015;Действующий
476162;Математика;72;2015;Действующий
476162;Обществознание;64;2015;Действующий
476162;Сочинение;1;2015;Действующий
476174;Русский язык;82;2015;Действующий
476174;Математика;70;2015;Действующий
476174;Обществознание;92;2015;Действующий
476174;История;93;2015;Действующий
476174;Сочинение;1;2015;Действующий
476338;Русский язык;87;2015;Действующий
476338;Английский язык;75;2015;Действующий
476338;Математика;78;2015;Действующий
476338;Обществознание;66;2015;Действующий
476338;Сочинение;1;2015;Действующий
476546;Русский язык;79;2015;Действующий
476546;Математика;45;2015;Действующий
476546;Обществознание;59;2015;Действующий
476546;Сочинение;1;2015;Действующий
476835;Русский язык;62;2015;Действующий
476835;Математика;55;2015;Действующий
476835;География;63;2015;Действующий
476835;Обществознание;69;2015;Действующий
476835;История;62;2015;Действующий
476835;Сочинение;1;2015;Действующий
477004;Русский язык;92;2015;Действующий
477004;Английский язык;53;2015;Действующий
477004;Математика;68;2015;Действующий
477004;Обществознание;96;2015;Действующий
477004;Сочинение;1;2015;Действующий
477292;Русский язык;79;2015;Действующий
477292;Русский язык;76;2014;Действующий
477292;Информатика и ИКТ;80;2014;Действующий
477292;Математика;80;2015;Действующий
477292;Математика;79;2014;Действующий
477292;География;37;2014;Действующий
477292;Обществознание;68;2015;Действующий
477292;Обществознание;0;2015;Недействительный результат по причине нарушения по
477292;Физика;52;2014;Действующий
477292;Биология;47;2014;Действующий
477340;Русский язык;82;2015;Действующий
477340;Математика;64;2015;Действующий
477340;Обществознание;58;2015;Действующий
477340;Сочинение;1;2015;Действующий
477448;Русский язык;71;2015;Действующий
477448;Математика;72;2015;Действующий
477448;Обществознание;56;2015;Действующий
477448;Сочинение;1;2015;Действующий
477491;Русский язык;87;2015;Действующий
477491;Математика;68;2015;Действующий
477491;Обществознание;67;2015;Действующий
477491;Физика;78;2015;Действующий
477491;История;63;2015;Действующий
477491;Сочинение;1;2015;Действующий
477787;Русский язык;95;2014;Действующий
477787;Математика;77;2014;Действующий
477787;Обществознание;77;2014;Действующий
477897;Русский язык;69;2015;Действующий
477897;Математика;70;2015;Действующий
477897;Обществознание;71;2015;Действующий
477897;История;58;2015;Действующий
477897;Сочинение;1;2015;Действующий
478082;Русский язык;95;2014;Действующий
478082;Математика;70;2014;Действующий
478082;Обществознание;82;2014;Действующий
478350;Русский язык;95;2013;Действующий
478350;Математика;94;2013;Действующий
478350;Обществознание;88;2013;Действующий
478350;Химия;98;2013;Действующий
478446;Русский язык;61;2015;Действующий
478446;Математика;55;2015;Действующий
478446;Обществознание;59;2015;Действующий
478446;Сочинение;1;2015;Действующий
478483;Русский язык;84;2015;Действующий
478483;Английский язык;70;2015;Действующий
478483;Математика;50;2015;Действующий
478483;Обществознание;55;2015;Действующий
478483;Сочинение;1;2015;Действующий
479112;Русский язык;76;2015;Действующий
479112;Математика;64;2015;Действующий
479112;Обществознание;65;2015;Действующий
479112;История;57;2015;Действующий
479112;Сочинение;1;2015;Действующий
479263;Русский язык;82;2015;Действующий
479263;Английский язык;74;2015;Действующий
479263;Математика;33;2015;Действующий
479263;Обществознание;53;2015;Действующий
479263;Сочинение;1;2015;Действующий
479695;Русский язык;82;2015;Действующий
479695;Математика;55;2015;Действующий
479695;Обществознание;62;2015;Действующий
479695;Сочинение;1;2015;Действующий
479719;Русский язык;92;2015;Действующий
479719;Математика;80;2015;Действующий
479719;Обществознание;82;2015;Действующий
479719;Сочинение;1;2015;Действующий
479799;Русский язык;82;2015;Действующий
479799;Английский язык;70;2015;Действующий
479799;Математика;55;2015;Действующий
479799;Обществознание;56;2015;Действующий
479799;История;45;2015;Действующий
479799;Сочинение;1;2015;Действующий
479841;Русский язык;66;2015;Действующий
479841;Математика;70;2015;Действующий
479841;Обществознание;55;2015;Действующий
479841;Сочинение;1;2015;Действующий
479886;Русский язык;79;2015;Действующий
479886;Английский язык;62;2015;Действующий
479886;Математика;74;2015;Действующий
479886;Обществознание;82;2015;Действующий
479886;Сочинение;1;2015;Действующий
480028;Русский язык;69;2015;Действующий
480028;Математика;50;2015;Действующий
480028;Обществознание;59;2015;Действующий
480028;Сочинение;1;2015;Действующий
480039;Русский язык;92;2015;Действующий
480039;Английский язык;72;2015;Действующий
480039;Математика;80;2015;Действующий
480039;Обществознание;80;2015;Действующий
480039;Сочинение;1;2015;Действующий
480264;Русский язык;79;2015;Действующий
480264;Математика;59;2015;Действующий
480264;Обществознание;57;2015;Действующий
480264;Физика;46;2015;Действующий
480264;История;60;2015;Действующий
480264;Сочинение;1;2015;Действующий
480322;Русский язык;71;2015;Действующий
480322;Английский язык;46;2015;Действующий
480322;Математика;50;2015;Действующий
480322;Обществознание;69;2015;Действующий
480322;История;40;2015;Действующий
480322;Сочинение;1;2015;Действующий
480607;Русский язык;100;2014;Действующий
480607;Английский язык;83;2014;Действующий
480607;Математика;82;2014;Действующий
480607;Обществознание;77;2014;Действующий
480617;Русский язык;69;2015;Действующий
480617;Математика;64;2015;Действующий
480617;Обществознание;69;2015;Действующий
480617;Сочинение;0;2015;Действующий
480617;Сочинение;1;2015;Действующий
480846;Русский язык;79;2013;Действующий
480846;Математика;70;2013;Действующий
480846;Обществознание;75;2013;Действующий
480846;Физика;49;2013;Действующий
480846;История;61;2013;Действующий
480917;Русский язык;82;2015;Действующий
480917;Математика;68;2015;Действующий
480917;Обществознание;67;2015;Действующий
480917;Сочинение;1;2015;Действующий
481132;Русский язык;92;2014;Действующий
481132;Английский язык;85;2014;Действующий
481132;Математика;73;2014;Действующий
481132;Обществознание;82;2014;Действующий
481132;Литература;78;2014;Действующий
481132;История;47;2014;Действующий
481132;История;68;2015;Действующий
482150;Русский язык;72;2015;Действующий
482150;Английский язык;82;2015;Действующий
482150;Математика;64;2015;Действующий
482150;Обществознание;63;2015;Действующий
482150;Сочинение;1;2015;Действующий
482150;Английский язык (устный);0;2015;Аннулирован с правом пересдачи
482203;Русский язык;72;2015;Действующий
482203;Математика;68;2015;Действующий
482203;Обществознание;78;2015;Действующий
482203;Сочинение;1;2015;Действующий
482219;Русский язык;79;2015;Действующий
482219;Математика;50;2015;Действующий
482219;Обществознание;55;2015;Действующий
482219;Химия;55;2015;Действующий
482219;Биология;55;2015;Действующий
482219;Сочинение;1;2015;Действующий
482297;Русский язык;58;2014;Действующий
482297;Математика;68;2014;Действующий
482297;Обществознание;64;2014;Действующий
482436;Русский язык;49;2014;Действующий
482436;Математика;44;2014;Действующий
482436;Обществознание;55;2014;Действующий
482461;Русский язык;76;2014;Действующий
482461;Английский язык;70;2014;Действующий
482461;Математика;64;2014;Действующий
482461;Обществознание;58;2014;Действующий
482700;Русский язык;70;2012;Действующий
482700;Английский язык;59;2012;Действующий
482700;Информатика и ИКТ;44;2012;Действующий
482700;Математика;60;2012;Действующий
482700;Обществознание;51;2012;Действующий
482700;Физика;0;2012;Ниже минимума
483293;Русский язык;96;2016;Действующий
483293;Математика;80;2016;Действующий
483293;Обществознание;82;2016;Действующий
483293;Сочинение;1;2016;Действующий
484015;Русский язык;73;2016;Действующий
484015;Математика;56;2016;Действующий
484015;Обществознание;66;2016;Действующий
484015;Сочинение;1;2016;Действующий
484271;Русский язык;98;2016;Действующий
484271;Математика;50;2016;Действующий
484271;Обществознание;71;2016;Действующий
484271;Сочинение;1;2016;Действующий
487401;Русский язык;96;2016;Действующий
487401;Математика;50;2016;Действующий
487401;Обществознание;80;2016;Действующий
487401;Литература;72;2016;Действующий
487401;Сочинение;1;2016;Действующий
487498;Русский язык;83;2016;Действующий
487498;Математика;78;2016;Действующий
487498;Обществознание;88;2016;Действующий
487498;Сочинение;1;2016;Действующий
488286;Русский язык;73;2016;Действующий
488286;Математика;50;2016;Действующий
488286;Обществознание;64;2016;Действующий
488286;Сочинение;1;2016;Действующий
488292;Русский язык;78;2016;Действующий
488292;Английский язык;80;2016;Действующий
488292;Математика;76;2016;Действующий
488292;Обществознание;94;2016;Действующий
488292;Сочинение;1;2016;Действующий
488531;Русский язык;83;2016;Действующий
488531;Математика;70;2016;Действующий
488531;Обществознание;61;2016;Действующий
488531;Сочинение;1;2016;Действующий
488536;Русский язык;98;2016;Действующий
488536;Математика;78;2016;Действующий
488536;Обществознание;71;2016;Действующий
488536;Сочинение;1;2016;Действующий
488597;Русский язык;93;2016;Действующий
488597;Математика;82;2016;Действующий
488597;Обществознание;68;2016;Действующий
488597;Физика;59;2016;Действующий
488597;Сочинение;1;2016;Действующий
488631;Русский язык;81;2016;Действующий
488631;Математика;74;2016;Действующий
488631;Обществознание;71;2016;Действующий
488631;Сочинение;1;2016;Действующий
488636;Русский язык;93;2016;Действующий
488636;Математика;100;2016;Действующий
488636;Обществознание;80;2016;Действующий
488636;Сочинение;1;2016;Действующий
488667;Русский язык;100;2016;Действующий
488667;Математика;76;2016;Действующий
488667;Обществознание;84;2016;Действующий
488667;Сочинение;1;2016;Действующий
488680;Русский язык;73;2013;Действующий
488680;Английский язык;94;2013;Действующий
488680;Математика;72;2013;Действующий
488680;География;73;2013;Действующий
488680;Обществознание;83;2013;Действующий
488691;Русский язык;76;2016;Действующий
488691;Математика;50;2016;Действующий
488691;Обществознание;71;2016;Действующий
488691;Сочинение;1;2016;Действующий
488759;Русский язык;83;2016;Действующий
488759;Математика;78;2016;Действующий
488759;Обществознание;80;2016;Действующий
488759;Сочинение;1;2016;Действующий
488767;Русский язык;93;2016;Действующий
488767;Математика;86;2016;Действующий
488767;Обществознание;78;2016;Действующий
488767;Химия;75;2016;Действующий
488767;Сочинение;1;2016;Действующий
488800;Русский язык;81;2016;Действующий
488800;Математика;62;2016;Действующий
488800;Обществознание;76;2016;Действующий
488800;История;70;2016;Действующий
488800;Сочинение;1;2016;Действующий
488876;Русский язык;93;2016;Действующий
488876;Математика;72;2016;Действующий
488876;Обществознание;74;2016;Действующий
488876;Сочинение;1;2016;Действующий
489012;Русский язык;64;2016;Действующий
489012;Математика;56;2016;Действующий
489012;Обществознание;58;2016;Действующий
489012;Сочинение;1;2016;Действующий
489062;Русский язык;88;2016;Действующий
489062;Математика;78;2016;Действующий
489062;Обществознание;84;2016;Действующий
489062;Сочинение;1;2016;Действующий
489141;Русский язык;66;2015;Действующий
489141;Английский язык;64;2015;Действующий
489141;Математика;64;2015;Действующий
489141;Обществознание;69;2015;Действующий
489141;Сочинение;1;2015;Действующий
489190;Русский язык;83;2016;Действующий
489190;Математика;74;2016;Действующий
489190;Обществознание;94;2016;Действующий
489190;Сочинение;1;2016;Действующий
489268;Русский язык;93;2016;Действующий
489268;Английский язык;70;2016;Действующий
489268;Математика;72;2016;Действующий
489268;Обществознание;74;2016;Действующий
489268;Сочинение;1;2016;Действующий
489271;Русский язык;72;2016;Действующий
489271;Математика;68;2016;Действующий
489271;Обществознание;56;2016;Действующий
489271;Сочинение;1;2016;Действующий
489335;Русский язык;76;2016;Действующий
489335;Математика;68;2016;Действующий
489335;Обществознание;55;2016;Действующий
489335;Сочинение;1;2016;Действующий
489342;Русский язык;96;2016;Действующий
489342;Математика;78;2016;Действующий
489342;Обществознание;80;2016;Действующий
489342;Сочинение;1;2016;Действующий
489343;Русский язык;62;2016;Действующий
489343;Русский язык;73;2015;Действующий
489343;Математика;0;2016;Ниже минимума
489343;Математика;45;2015;Действующий
489343;Обществознание;51;2016;Действующий
489343;Обществознание;44;2015;Действующий
489343;Физика;41;2016;Действующий
489343;Химия;36;2015;Действующий
489343;Биология;40;2016;Действующий
489343;Биология;0;2015;Ниже минимума
489343;Сочинение;1;2015;Действующий
489372;Русский язык;69;2015;Действующий
489372;Русский язык;81;2016;Действующий
489372;Английский язык;85;2015;Действующий
489372;Математика;72;2015;Действующий
489372;Обществознание;74;2015;Действующий
489372;Сочинение;1;2015;Действующий
489404;Русский язык;91;2016;Действующий
489404;Математика;72;2016;Действующий
489404;Обществознание;80;2016;Действующий
489404;Сочинение;1;2016;Действующий
489500;Русский язык;88;2016;Действующий
489500;Математика;74;2016;Действующий
489500;Обществознание;82;2016;Действующий
489500;Сочинение;1;2016;Действующий
489514;Русский язык;81;2016;Действующий
489514;Математика;62;2016;Действующий
489514;Обществознание;69;2016;Действующий
489514;Сочинение;1;2016;Действующий
489524;Русский язык;96;2016;Действующий
489524;Математика;72;2016;Действующий
489524;Обществознание;88;2016;Действующий
489524;Сочинение;1;2016;Действующий
489525;Русский язык;61;2014;Действующий
489525;Английский язык;55;2014;Действующий
489525;Математика;70;2014;Действующий
489525;Обществознание;58;2014;Действующий
489531;Русский язык;59;2015;Действующий
489531;Математика;0;2015;Аннулирован с правом пересдачи
489531;Математика;50;2015;Действующий
489531;Обществознание;65;2015;Действующий
489531;Сочинение;1;2015;Действующий
489533;Русский язык;72;2016;Действующий
489533;Математика;68;2016;Действующий
489533;Обществознание;63;2016;Действующий
489533;Литература;57;2016;Действующий
489533;История;72;2016;Действующий
489533;Сочинение;1;2016;Действующий
489536;Русский язык;78;2016;Действующий
489536;Математика;45;2016;Действующий
489536;Обществознание;51;2016;Действующий
489536;Сочинение;1;2016;Действующий
489562;Русский язык;93;2016;Действующий
489562;Английский язык;80;2016;Действующий
489562;Математика;80;2016;Действующий
489562;Обществознание;71;2016;Действующий
489562;Сочинение;1;2016;Действующий
489582;Русский язык;88;2016;Действующий
489582;Английский язык;88;2016;Действующий
489582;Математика;74;2016;Действующий
489582;Обществознание;65;2016;Действующий
489582;Литература;59;2016;Действующий
489582;Сочинение;1;2016;Действующий
489606;Русский язык;69;2016;Действующий
489606;Английский язык;51;2016;Действующий
489606;Математика;68;2016;Действующий
489606;Обществознание;62;2016;Действующий
489606;Сочинение;1;2016;Действующий
489622;Русский язык;78;2016;Действующий
489622;Математика;62;2016;Действующий
489622;Обществознание;71;2016;Действующий
489622;Сочинение;1;2016;Действующий
489666;Русский язык;93;2016;Действующий
489666;Русский язык;95;2015;Действующий
489666;Английский язык;91;2015;Действующий
489666;Математика;70;2016;Действующий
489666;Математика;68;2015;Действующий
489666;Обществознание;86;2016;Действующий
489666;Обществознание;76;2015;Действующий
489666;Сочинение;1;2015;Действующий
489676;Русский язык;81;2016;Действующий
489676;Математика;50;2016;Действующий
489676;Обществознание;74;2016;Действующий
489676;Сочинение;1;2016;Действующий
489683;Русский язык;67;2016;Действующий
489683;Математика;70;2016;Действующий
489683;Обществознание;58;2016;Действующий
489683;Сочинение;1;2016;Действующий
489714;Русский язык;83;2016;Действующий
489714;Математика;56;2016;Действующий
489714;Обществознание;59;2016;Действующий
489714;Сочинение;1;2016;Действующий
489723;Русский язык;81;2016;Действующий
489723;Математика;50;2016;Действующий
489723;Обществознание;54;2016;Действующий
489723;Сочинение;1;2016;Действующий
489746;Русский язык;66;2016;Действующий
489746;Математика;62;2016;Действующий
489746;Обществознание;57;2016;Действующий
489746;Сочинение;1;2016;Действующий
489761;Русский язык;83;2016;Действующий
489761;Математика;70;2016;Действующий
489761;Обществознание;65;2016;Действующий
489761;Сочинение;1;2016;Действующий
489762;Русский язык;86;2016;Действующий
489762;Математика;72;2016;Действующий
489762;Обществознание;61;2016;Действующий
489762;Сочинение;1;2016;Действующий
489763;Русский язык;83;2016;Действующий
489763;Математика;68;2016;Действующий
489763;Обществознание;88;2016;Действующий
489763;Сочинение;1;2016;Действующий
489774;Русский язык;93;2016;Действующий
489774;Математика;78;2016;Действующий
489774;Обществознание;82;2016;Действующий
489774;Сочинение;1;2016;Действующий
489788;Русский язык;55;2016;Действующий
489788;Математика;56;2016;Действующий
489788;Обществознание;57;2016;Действующий
489788;Сочинение;1;2016;Действующий
489800;Русский язык;76;2016;Действующий
489800;Английский язык;73;2016;Действующий
489800;Математика;45;2016;Действующий
489800;Обществознание;63;2016;Действующий
489800;Сочинение;1;2016;Действующий
489810;Русский язык;96;2016;Действующий
489810;Математика;74;2016;Действующий
489810;Обществознание;94;2016;Действующий
489810;Сочинение;1;2016;Действующий
489815;Русский язык;69;2016;Действующий
489815;Математика;50;2016;Действующий
489815;География;50;2016;Действующий
489815;Обществознание;62;2016;Действующий
489815;Сочинение;1;2016;Действующий
489825;Русский язык;81;2016;Действующий
489825;Математика;72;2016;Действующий
489825;Обществознание;94;2016;Действующий
489825;Сочинение;1;2016;Действующий
489830;Русский язык;93;2016;Действующий
489830;Математика;56;2016;Действующий
489830;Обществознание;78;2016;Действующий
489830;Сочинение;1;2016;Действующий
489833;Русский язык;76;2016;Действующий
489833;Математика;70;2016;Действующий
489833;Обществознание;60;2016;Действующий
489833;Сочинение;1;2016;Действующий
489849;Русский язык;91;2016;Действующий
489849;Математика;82;2016;Действующий
489849;Обществознание;86;2016;Действующий
489849;Физика;62;2016;Действующий
489849;Сочинение;1;2016;Действующий
489854;Русский язык;70;2016;Действующий
489854;Математика;62;2016;Действующий
489854;Обществознание;72;2016;Действующий
489854;Сочинение;1;2016;Действующий
489878;Русский язык;98;2016;Действующий
489878;Математика;50;2016;Действующий
489878;Обществознание;69;2016;Действующий
489878;Физика;49;2016;Действующий
489878;Сочинение;1;2016;Действующий
489883;Русский язык;73;2016;Действующий
489883;Математика;45;2016;Действующий
489883;Обществознание;90;2016;Действующий
489883;Сочинение;1;2016;Действующий
489906;Русский язык;78;2016;Действующий
489906;Математика;56;2016;Действующий
489906;Обществознание;76;2016;Действующий
489906;Сочинение;1;2016;Действующий
489910;Русский язык;93;2016;Действующий
489910;Математика;78;2016;Действующий
489910;Обществознание;84;2016;Действующий
489910;Сочинение;1;2016;Действующий
489914;Русский язык;96;2016;Действующий
489914;Английский язык;76;2016;Действующий
489914;Математика;72;2016;Действующий
489914;Обществознание;80;2016;Действующий
489914;Сочинение;1;2016;Действующий
489918;Русский язык;88;2016;Действующий
489918;Английский язык;79;2016;Действующий
489918;Математика;74;2016;Действующий
489918;Обществознание;92;2016;Действующий
489918;Сочинение;1;2016;Действующий
489948;Русский язык;71;2016;Действующий
489948;Математика;45;2016;Действующий
489948;Обществознание;54;2016;Действующий
489948;Сочинение;1;2016;Действующий
489960;Русский язык;82;2015;Действующий
489960;Математика;68;2015;Действующий
489960;Обществознание;60;2016;Действующий
489960;Физика;58;2015;Действующий
489960;Сочинение;1;2015;Действующий
489984;Русский язык;81;2016;Действующий
489984;Английский язык;84;2016;Действующий
489984;Математика;72;2016;Действующий
489984;Обществознание;69;2016;Действующий
489984;Сочинение;1;2016;Действующий
489985;Русский язык;76;2016;Действующий
489985;Математика;45;2016;Действующий
489985;Обществознание;66;2016;Действующий
489985;Сочинение;1;2016;Действующий
489993;Русский язык;73;2016;Действующий
489993;Математика;70;2016;Действующий
489993;Обществознание;72;2016;Действующий
489993;Сочинение;1;2016;Действующий
490004;Русский язык;83;2016;Действующий
490004;Математика;68;2016;Действующий
490004;Обществознание;88;2016;Действующий
490004;Сочинение;1;2016;Действующий
490020;Русский язык;81;2016;Действующий
490020;Математика;72;2016;Действующий
490020;Обществознание;69;2016;Действующий
490020;Сочинение;1;2016;Действующий
490056;Русский язык;93;2016;Действующий
490056;Математика;72;2016;Действующий
