time,source,destination,protocol,length,tcp_retransmission,srcport,dstport,flags,seq_ack,win,len,mss,10
1.9465830000000002,172.16.0.8,64.13.134.52,TCP,58,False,36050,15660,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
1.946647,172.16.0.8,64.13.134.52,TCP,58,False,36050,13456,[SYN],Seq=0,Win=1024,Len=0,MSS=1460,
1.946711,172.16.0.8,64.13.134.52,TCP,58,False,36050,1073,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
1.946775,172.16.0.8,64.13.134.52,TCP,58,False,36050,2106,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
1.946839,172.16.0.8,64.13.134.52,TCP,58,False,36050,61532,[SYN],Seq=0,Win=1024,Len=0,MSS=1460,
1.946906,172.16.0.8,64.13.134.52,TCP,58,False,36050,497,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
1.946973,172.16.0.8,64.13.134.52,TCP,58,False,36050,2869,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.005315,172.16.0.8,64.13.134.52,TCP,58,False,36050,6669,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.005398,172.16.0.8,64.13.134.52,TCP,58,False,36050,1433,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.005463,172.16.0.8,64.13.134.52,TCP,58,False,36050,4000,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.005527,172.16.0.8,64.13.134.52,TCP,58,False,36050,1043,[SYN],Seq=0,Win=2048,Len=0,MSS=1460,
2.005591,172.16.0.8,64.13.134.52,TCP,58,False,36050,9575,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.005656,172.16.0.8,64.13.134.52,TCP,58,False,36050,32768,[SYN],Seq=0,Win=4096,Len=0,MSS=1460,
2.005722,172.16.0.8,64.13.134.52,TCP,58,False,36050,1641,[SYN],Seq=0,Win=3072,Len=0,MSS=1460,
